pt_graph LE_MET_level6
650 8
606 8
590 8
747 8
570 8
523 8
529 8
551 8
307 8
279 8
302 8
576 8
494 8
471 8
452 8
416 8
8455 8
8666 8
8933 8
8898 8
9080 8
8630 8
8487 8
8346 8
8364 8
8482 8
8509 8
8356 8
8448 8
8615 8
8760 8
8622 8
8602 8
8441 8
8572 8
8351 8
8386 8
8507 8
8552 8
8404 8
8520 8
8681 8
8367 8
8698 8
8709 8
8873 8
8594 8
8787 8
8486 8
8438 8
8653 8
8543 8
8783 8
8640 8
8314 8
8516 8
8726 8
8715 8
8432 8
8467 8
8429 8
8288 8
8704 8
8753 8
8605 8
8791 8
8376 8
5215 8
4879 8
4525 8
4349 8
4489 8
8316 8
8444 8
8604 8
8339 8
8517 8
8571 8
8425 8
8442 8
8377 8
8296 8
8547 8
8474 8
