pt_graph LE_MET_level6
12088 17
11119 17
13621 17
13623 17
13548 17
13506 17
13537 17
13495 17
13460 17
12664 17
12665 17
12764 17
12729 17
11727 17
11742 17
11755 17
11726 17
11732 17
11774 17
11827 17
11908 17
11831 17
11741 17
11668 17
11601 17
11551 17
11394 17
11711 17
11791 17
11894 17
11854 17
11998 17
12066 17
12024 17
12074 17
12123 17
12735 17
12810 17
12788 17
12915 17
12836 17
12912 17
12846 17
12949 17
12967 17
13026 17
13082 17
13155 17
13085 17
13178 17
12956 17
12918 17
12858 17
12854 17
12776 17
12790 17
12831 17
12783 17
12819 17
12996 17
12962 17
12958 17
12947 17
12972 17
13052 17
13080 17
13013 17
13092 17
12988 17
12929 17
12984 17
13037 17
13031 17
13012 17
13005 17
12828 17
12713 17
11724 17
11748 17
11734 17
11698 17
11715 17
11756 17
11758 17
11842 17
11767 17
11802 17
11974 17
11938 17
11862 17
13546 17
13568 17
13630 17
13590 17
13474 17
