pt_graph LE_MET_level6
5813 9
5910 9
6035 9
5924 9
5978 9
5922 9
5842 9
5642 9
5608 9
5676 9
5731 9
5604 9
5597 9
2537 9
2536 9
1418 9
1094 9
854 9
737 9
647 9
650 9
859 9
1851 9
1860 9
1858 9
1763 9
2540 9
1855 9
1853 9
2545 9
2544 9
1413 9
1415 9
1409 9
1848 9
2722 9
2410 9
2780 9
2638 9
2400 9
2243 9
616 9
747 9
3858 9
3227 9
3225 9
3232 9
2542 9
2538 9
2684 9
2854 9
3010 9
2791 9
2954 9
3319 9
3502 9
3719 9
3854 9
3852 9
3853 9
3578 9
3453 9
2305 9
2321 9
3113 9
3266 9
3493 9
3736 9
4242 9
3103 9
3378 9
3890 9
4114 9
3230 9
3229 9
3226 9
1412 9
5522 9
5438 9
5387 9
5261 9
5307 9
5687 9
5737 9
5781 9
5757 9
5853 9
5650 9
5482 9
5462 9
6548 9
6076 9
5982 9
5953 9
4653 9
4577 9
4549 9
4361 9
3972 9
3653 9
3250 9
3802 9
3992 9
3368 9
3975 9
4209 9
4517 9
4668 9
4716 9
4617 9
4433 9
4267 9
4428 9
4721 9
3440 9
2966 9
2656 9
2941 9
3041 9
2395 9
2159 9
2096 9
2328 9
1746 9
2170 9
2269 9
2459 9
2797 9
3069 9
2543 9
2989 9
