pt_graph LE_MET_level6
471 9
486 9
494 9
523 9
548 9
576 9
551 9
369 9
340 9
416 9
255 9
527 9
578 9
745 9
279 9
298 9
307 9
357 9
531 9
8579 8
8809 8
8918 8
9139 8
10792 8
10835 8
10766 8
10762 8
10843 8
10756 8
10778 8
10773 8
10824 8
10776 8
10685 8
10593 8
10452 8
10365 8
8756 8
8520 8
8625 8
8753 8
8543 8
8704 8
10892 8
10865 8
10850 8
10883 8
10861 8
10840 8
10844 8
10414 8
11122 8
12086 8
10909 8
8383 8
8455 8
8316 8
8333 8
8388 8
8458 8
8375 8
8434 8
8525 8
8578 8
8645 8
8518 8
8448 8
8377 8
8379 8
8552 8
8288 8
8339 8
8432 8
8407 8
8346 8
8366 8
8425 8
8314 8
8590 8
8367 8
8312 8
8509 8
8466 8
8615 8
8696 8
8646 8
8356 8
8340 8
8419 8
8617 8
8686 8
8631 8
6772 8
