pt_graph LE_MET_level6
10962 8
10994 8
10993 8
10979 8
10968 8
11023 8
10986 8
11008 8
10959 8
10988 8
10953 8
10978 8
10971 8
10958 8
10977 8
11000 8
11018 8
10929 8
10976 8
10970 8
10887 8
10909 8
10920 8
10963 8
10955 8
10926 8
10883 8
10897 8
10930 8
4879 8
4280 8
7461 8
7775 8
8513 8
8631 8
8699 8
8856 8
9128 8
8774 8
9198 8
8914 8
8781 8
8615 8
8455 8
8473 8
8833 8
8728 8
8666 8
8482 8
8540 8
8925 8
9254 8
9061 8
9181 8
8858 8
8655 8
8552 8
9371 8
9345 8
9339 8
9205 8
8517 8
8677 8
8876 8
8764 8
8682 8
8818 8
8652 8
8563 8
8713 8
8643 8
8663 8
8808 8
8533 8
8875 8
8612 8
8505 8
8674 8
8623 8
