VE_REF freq
DEN88 1
DEN89 0.5
DEN89 0.5
DEN90 1
DEN91 0.5
DEN91 0.5
DEN92 0.33
DEN92 0.33
DEN92 0.33
DEN94 1
DEN95 0.5
DEN95 0.5
DEN96 0.5
DEN96 0.5
DEN97 0.5
DEN97 0.5
DEN98 0.25
DEN98 0.25
DEN98 0.25
DEN98 0.25
DEN99 0.5
DEN99 0.5
DEN101 0.2
DEN101 0.2
DEN101 0.2
DEN101 0.2
DEN101 0.2
DEN102 0.33
DEN102 0.33
DEN102 0.33
DEN104 1
DEN105 0.14
DEN105 0.14
DEN105 0.14
DEN105 0.14
DEN105 0.14
DEN105 0.14
DEN105 0.14
DEN106 0.17
DEN106 0.17
DEN106 0.17
DEN106 0.17
DEN106 0.17
DEN106 0.17
DEN107 1
DEN108 1
DEN109 0.17
DEN109 0.17
DEN109 0.17
DEN109 0.17
DEN109 0.17
DEN109 0.17
DEN110 0.5
DEN110 0.5
DEN111 0.14
DEN111 0.14
DEN111 0.14
DEN111 0.14
DEN111 0.14
DEN111 0.14
DEN111 0.14
DEN112 0.33
DEN112 0.33
DEN112 0.33
DEN113 0.25
DEN113 0.25
DEN113 0.25
DEN113 0.25
DEN114 0.5
DEN114 0.5
DEN115 0.2
DEN115 0.2
DEN115 0.2
DEN115 0.2
DEN115 0.2
DEN116 0.5
DEN116 0.5
DEN117 0.5
DEN117 0.5
DEN118 0.17
DEN118 0.17
DEN118 0.17
DEN118 0.17
DEN118 0.17
DEN118 0.17
DEN119 0.17
DEN119 0.17
DEN119 0.17
DEN119 0.17
DEN119 0.17
DEN119 0.17
DEN120 0.12
DEN120 0.12
DEN120 0.12
DEN120 0.12
DEN120 0.12
DEN120 0.12
DEN120 0.12
DEN120 0.12
DEN121 0.14
DEN121 0.14
DEN121 0.14
DEN121 0.14
DEN121 0.14
DEN121 0.14
DEN121 0.14
DEN122 0.5
DEN122 0.5
DEN123 0.12
DEN123 0.12
DEN123 0.12
DEN123 0.12
DEN123 0.12
DEN123 0.12
DEN123 0.12
DEN123 0.12
DEN124 1
DEN125 0.25
DEN125 0.25
DEN125 0.25
DEN125 0.25
DEN126 0.14
DEN126 0.14
DEN126 0.14
DEN126 0.14
DEN126 0.14
DEN126 0.14
DEN126 0.14
DEN127 1
DEN128 0.2
DEN128 0.2
DEN128 0.2
DEN128 0.2
DEN128 0.2
DEN129 0.2
DEN129 0.2
DEN129 0.2
DEN129 0.2
DEN129 0.2
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN130 0.08
DEN131 0.25
DEN131 0.25
DEN131 0.25
DEN131 0.25
DEN132 0.5
DEN132 0.5
DEN133 1
DEN134 0.2
DEN134 0.2
DEN134 0.2
DEN134 0.2
DEN134 0.2
DEN135 0.5
DEN135 0.5
DEN136 0.33
DEN136 0.33
DEN136 0.33
GER0 0.2
GER0 0.2
GER0 0.2
GER0 0.2
GER0 0.2
GER1 0.1
GER1 0.1
GER1 0.1
GER1 0.1
GER1 0.1
GER1 0.1
GER1 0.1
GER1 0.1
GER1 0.1
GER1 0.1
GER2 0.14
GER2 0.14
GER2 0.14
GER2 0.14
GER2 0.14
GER2 0.14
GER2 0.14
GER3 0.14
GER3 0.14
GER3 0.14
GER3 0.14
GER3 0.14
GER3 0.14
GER3 0.14
GER5 0.17
GER5 0.17
GER5 0.17
GER5 0.17
GER5 0.17
GER5 0.17
GER6 0.2
GER6 0.2
GER6 0.2
GER6 0.2
GER6 0.2
GER7 1
GER8 0.14
GER8 0.14
GER8 0.14
GER8 0.14
GER8 0.14
GER8 0.14
GER8 0.14
GER9 1
GER10 0.33
GER10 0.33
GER10 0.33
GER11 0.2
GER11 0.2
GER11 0.2
GER11 0.2
GER11 0.2
GER12 0.25
GER12 0.25
GER12 0.25
GER12 0.25
GER13 0.2
GER13 0.2
GER13 0.2
GER13 0.2
GER13 0.2
GER14 0.17
GER14 0.17
GER14 0.17
GER14 0.17
GER14 0.17
GER14 0.17
GER16 0.2
GER16 0.2
GER16 0.2
GER16 0.2
GER16 0.2
GER17 0.25
GER17 0.25
GER17 0.25
GER17 0.25
GER19 1
GER20 0.25
GER20 0.25
GER20 0.25
GER20 0.25
GER21 0.33
GER21 0.33
GER21 0.33
GER22 0.17
GER22 0.17
GER22 0.17
GER22 0.17
GER22 0.17
GER22 0.17
GER23 0.5
GER23 0.5
GER24 0.33
GER24 0.33
GER24 0.33
GER25 0.12
GER25 0.12
GER25 0.12
GER25 0.12
GER25 0.12
GER25 0.12
GER25 0.12
GER25 0.12
GER26 0.2
GER26 0.2
GER26 0.2
GER26 0.2
GER26 0.2
GER27 0.5
GER27 0.5
GER28 0.5
GER28 0.5
GER29 0.14
GER29 0.14
GER29 0.14
GER29 0.14
GER29 0.14
GER29 0.14
GER29 0.14
GER30 0.2
GER30 0.2
GER30 0.2
GER30 0.2
GER30 0.2
GER31 0.5
GER31 0.5
GER32 0.25
GER32 0.25
GER32 0.25
GER32 0.25
GER33 0.17
GER33 0.17
GER33 0.17
GER33 0.17
GER33 0.17
GER33 0.17
GER34 0.25
GER34 0.25
GER34 0.25
GER34 0.25
GER35 0.25
GER35 0.25
GER35 0.25
GER35 0.25
GER36 0.5
GER36 0.5
GER37 0.5
GER37 0.5
GER38 0.12
GER38 0.12
GER38 0.12
GER38 0.12
GER38 0.12
GER38 0.12
GER38 0.12
GER38 0.12
GER39 1
GER40 0.33
GER40 0.33
GER40 0.33
GER41 0.17
GER41 0.17
GER41 0.17
GER41 0.17
GER41 0.17
GER41 0.17
GER42 0.33
GER42 0.33
GER42 0.33
GER43 0.33
GER43 0.33
GER43 0.33
GER44 0.5
GER44 0.5
GER45 1
GER46 1
GER47 0.17
GER47 0.17
GER47 0.17
GER47 0.17
GER47 0.17
GER47 0.17
GER48 0.1
GER48 0.1
GER48 0.1
GER48 0.1
GER48 0.1
GER48 0.1
GER48 0.1
GER48 0.1
GER48 0.1
GER48 0.1
GER49 0.2
GER49 0.2
GER49 0.2
GER49 0.2
GER49 0.2
SWN0 0.5
SWN0 0.5
SWN11 0.5
SWN11 0.5
SWN22 0.33
SWN22 0.33
SWN22 0.33
SWN33 1
SWN44 0.5
SWN44 0.5
SWN46 0.5
SWN46 0.5
SWN47 0.5
SWN47 0.5
SWN48 0.33
SWN48 0.33
SWN48 0.33
SWN49 0.33
SWN49 0.33
SWN49 0.33
SWN3 0.5
SWN3 0.5
SWN5 0.5
SWN5 0.5
SWN6 0.5
SWN6 0.5
SWN8 1
SWN10 1
SWN14 0.5
SWN14 0.5
SWN15 1
SWN16 1
SWN17 0.33
SWN17 0.33
SWN17 0.33
SWN18 1
SWN19 1
SWN20 0.33
SWN20 0.33
SWN20 0.33
SWN21 0.12
SWN21 0.12
SWN21 0.12
SWN21 0.12
SWN21 0.12
SWN21 0.12
SWN21 0.12
SWN21 0.12
SWN23 1
SWN25 0.33
SWN25 0.33
SWN25 0.33
SWN26 1
SWN27 0.5
SWN27 0.5
SWN28 0.5
SWN28 0.5
SWN29 1
SWN30 0.33
SWN30 0.33
SWN30 0.33
SWN32 0.33
SWN32 0.33
SWN32 0.33
SWN34 0.5
SWN34 0.5
SWN35 0.5
SWN35 0.5
SWN37 0.33
SWN37 0.33
SWN37 0.33
SWN38 0.5
SWN38 0.5
SWN39 1
SWN40 1
SWN42 0.5
SWN42 0.5
SWN43 0.5
SWN43 0.5
SWN45 0.33
SWN45 0.33
SWN45 0.33
