pt_graph LE_MET_level6
8689 8
8592 8
8483 8
8537 8
8664 8
8789 8
8956 8
8945 8
8779 8
9042 8
9190 8
9365 8
9445 8
9896 8
10058 8
9874 8
9748 8
9922 8
9741 8
9670 8
9717 8
9666 8
9989 8
10112 8
10093 8
9971 8
9685 8
9766 8
9914 8
9998 8
10068 8
10328 8
10327 8
10017 8
10098 8
9956 8
9947 8
9599 8
9521 8
10056 8
10182 8
10321 8
10242 8
10226 8
10346 8
10307 8
10402 8
10276 8
10238 8
10304 8
10377 8
10374 8
10298 8
10260 8
11037 8
11051 8
11056 8
11060 8
11045 8
11068 8
11122 8
12086 8
11193 8
11204 8
11220 8
11075 8
