pt_graph LE_MET_level6
10918 8
10953 8
10930 8
10959 8
10962 8
10994 8
10993 8
10988 8
10968 8
10961 8
10975 8
10976 8
10947 8
10972 8
10986 8
10971 8
10945 8
10948 8
11008 8
11010 8
11018 8
11023 8
10920 8
10909 8
10926 8
10897 8
10929 8
10899 8
10963 8
10955 8
10984 8
8876 8
8894 8
8976 8
9235 8
9142 8
8927 8
8674 8
8699 8
8677 8
8612 8
8764 8
9205 8
9158 8
8615 8
8655 8
9120 8
9274 8
8987 8
8818 8
8842 8
8771 8
9001 8
9233 8
10816 8
10850 8
10766 8
10806 8
10631 8
10456 8
10324 8
8841 8
8587 8
8543 8
8729 8
8917 8
9128 8
8853 8
9179 8
9239 8
9032 8
9989 8
10058 8
9852 8
9737 8
9693 8
9441 8
9520 8
9673 8
9371 8
8936 8
9111 8
8666 8
8690 8
8796 8
10893 11
10918 11
10930 11
10899 11
10902 11
10913 11
10891 11
10988 11
10993 11
10994 11
10962 11
10959 11
10953 11
10880 11
