DEN1|8.42|34.184|15|128|27768|4997|9|1.3751|30.3574|9|1|1.1|1.1|0.2
DEN2|13.76|51.884|15|203|27768|4997|5|1.3517|45.4319|19|1|1.1|1.1|0.2
DEN3|14.41|41.972|15|161|27768|4997|22|1.0199|49.7723|31|1|1.1|1.1|0.2
DEN4|15.51|29.7|16|109|32506|5606|16|0.6723|239.9027|40|1|1.1|1.1|0.2
DEN5|10.24|33.712|14|126|23464|4420|12|1.5174|17.7072|17|1|1.1|1.1|0.2
DEN6|17.49|103.804|26|423|106334|13303|11|2.5071|0.8975|86|1|1.1|1.1|0.2
DEN7|14.49|50.704|20|198|56044|8339|8|0.4852|1218.5099|79|1|1.1|1.1|0.2
DEN8|15.53|56.132|17|221|37691|6244|11|1.5272|31.1371|8|1|1.1|1.1|0.2
DEN9|12.66|45.748|15|177|27768|4997|9|1.2756|47.3725|34|1|1.1|1.1|0.2
DEN10|12.54|34.184|15|128|27768|4997|7|0.6783|283.2031|14|1|1.1|1.1|0.2
DEN11|13.49|44.096|20|170|56044|8339|11|0.5137|560.9163|58|1|1.1|1.1|0.2
DEN12|15.13|53.772|15|211|27768|4997|22|0.9748|29.9728|20|1|1.1|1.1|0.2
DEN13|13.09|40.556|14|155|23464|4420|11|1.1448|38.7714|12|1|1.1|1.1|0.2
DEN14|4.77|30.172|13|111|19581|3874|1|1|100|1000|1|1.1|1.1|0.2
DEN15|13.57|50.94|16|199|32506|5606|30|1.0154|30.1861|15|1|1.1|1.1|0.2
DEN16|13.45|34.184|14|128|23464|4420|7|1.7612|12.1307|13|1|1.1|1.1|0.2
DEN17|13.58|63.92|16|254|32506|5606|17|1.222|31.0807|12|1|1.1|1.1|0.2
DEN18|14.56|33.476|16|125|32506|5606|11|0.4784|310.0491|16|1|1.1|1.1|0.2
DEN19|14.18|55.896|16|220|32506|5606|6|1.0011|36.9156|14|1|1.1|1.1|0.2
DEN20|15.18|33.712|16|126|32506|5606|29|1.06|29.5536|18|1|1.1|1.1|0.2
DEN21|15.38|90.116|20|365|56044|8339|18|1.4552|31.479|18|1|1.1|1.1|0.2
DEN22|13.95|118.672|26|486|106334|13303|24|1.212|21.1905|84|1|1.1|1.1|0.2
DEN23|13.71|38.904|17|148|37691|6244|24|0.963|43.1134|18|1|1.1|1.1|0.2
DEN24|12.22|34.42|13|129|19581|3874|4|0.6502|995.8649|5|1|1.1|1.1|0.2
DEN25|12.11|31.588|13|117|19581|3874|12|0.9663|181.8342|67|1|1.1|1.1|0.2
DEN26|13.33|64.864|16|258|32506|5606|23|1.1197|33.5177|30|1|1.1|1.1|0.2
DEN27|16.01|137.317|33|565|190291|20336|23|0.4546|146.9958|103|1|1.1|1.1|0.2
DEN28|12.52|55.896|16|220|32506|5606|37|0.7334|72.6618|39|1|1.1|1.1|0.2
DEN29|14.49|50.94|16|199|32506|5606|7|0.3088|1831.7918|20|1|1.1|1.1|0.2
DEN30|14.03|55.896|17|220|37691|6244|30|1.6021|13.7981|16|1|1.1|1.1|0.2
DEN31|13.82|56.132|17|221|37691|6244|41|1.1002|22.1267|14|1|1.1|1.1|0.2
DEN32|14|55.896|17|220|37691|6244|11|1.0876|38.8176|44|1|1.1|1.1|0.2
DEN33|15.26|67.46|17|269|37691|6244|35|1.219|21.3461|19|1|1.1|1.1|0.2
DEN34|12.9|55.188|14|217|23464|4420|9|1.0266|45.6152|12|1|1.1|1.1|0.2
DEN35|9.41|33.712|16|126|32506|5606|8|1.6355|15.5148|12|1|1.1|1.1|0.2
DEN36|14.62|47.4|20|184|56044|8339|27|0.7512|145.5924|148|1|1.1|1.1|0.2
DEN37|13.35|33.712|15|126|27768|4997|14|0.7875|70.2893|21|1|1.1|1.1|0.2
DEN38|15.06|42.208|16|162|32506|5606|9|4.6486|4.1584|11|1|1.1|1.1|0.2
DEN39|14.49|38.196|15|145|27768|4997|9|0.4801|306.61|13|1|1.1|1.1|0.2
DEN40|13.81|34.42|13|129|19581|3874|6|1.5011|27.5641|11|1|1.1|1.1|0.2
DEN41|13|75.012|18|301|43334|6913|11|1.2315|16.8196|17|1|1.1|1.1|0.2
DEN42|13.05|25.688|12|92|16106|3359|14|1.3944|18.8555|19|1|1.1|1.1|0.2
DEN43|10.59|49.288|14|192|23464|4420|25|57.7132|0.2787|885|1|1.1|1.1|0.2
DEN44|13.4|33.712|13|126|19581|3874|10|1.0146|43.8656|13|1|1.1|1.1|0.2
DEN45|14.25|34.184|17|128|37691|6244|21|0.9121|39.6822|20|1|1.1|1.1|0.2
DEN46|13.68|56.132|15|221|27768|4997|16|1.4254|19.2066|13|1|1.1|1.1|0.2
DEN47|13.57|33.712|15|126|27768|4997|12|0.9792|40.7202|13|1|1.1|1.1|0.2
DEN48|12.03|35.128|15|132|27768|4997|14|1.096|35.9567|23|1|1.1|1.1|0.2
DEN49|14.26|55.896|16|220|32506|5606|17|1.0169|34.7136|16|1|1.1|1.1|0.2
DEN50|12.7|55.896|20|220|56044|8339|4|1|100|1000|1|1.1|1.1|0.2
DEN51|13.61|56.132|16|221|32506|5606|15|1.3605|23.5191|12|1|1.1|1.1|0.2
DEN52|14.59|34.42|15|129|27768|4997|17|1.2815|18.5214|18|1|1.1|1.1|0.2
DEN53|13.62|37.016|17|140|37691|6244|23|11.184|3.043|165|1|1.1|1.1|0.2
DEN54|13.3|45.512|19|176|49448|7612|16|0.7641|265.4894|63|1|1.1|1.1|0.2
DEN55|14.17|30.172|13|111|19581|3874|7|3.233|7.6192|11|1|1.1|1.1|0.2
DEN56|13.99|61.088|14|242|23464|4420|27|0.8574|40.8514|25|1|1.1|1.1|0.2
DEN57|14.4|53.536|14|210|23464|4420|15|0.7562|92.7327|30|1|1.1|1.1|0.2
DEN58|14.28|45.512|14|176|23464|4420|6|0.7455|56.9186|12|1|1.1|1.1|0.2
