pt_graph LE_MET_level6
2567 8
2789 8
2718 8
2992 8
2844 8
2653 8
2777 8
2532 8
2748 8
2676 8
2619 8
2465 8
1959 8
2775 8
2959 8
2657 8
2864 8
2625 8
2307 8
2126 8
2838 8
2740 8
2600 8
3148 8
3178 8
3360 8
2240 8
2513 8
2496 8
3487 8
2904 8
2984 8
977 8
1030 8
1162 8
986 8
1123 8
1266 8
2481 8
2743 8
2618 8
2379 8
2393 8
2485 8
1202 8
872 8
918 8
874 8
923 8
906 8
1005 8
979 8
976 8
865 8
924 8
964 8
995 8
945 8
1000 8
1004 8
965 8
904 8
843 8
895 8
875 8
864 8
912 8
1084 8
838 8
935 8
975 8
1033 8
951 8
1061 8
1021 8
1167 8
1333 8
1218 8
1222 8
1370 8
1591 8
1972 8
2113 8
2396 8
1952 8
1161 8
1154 8
946 8
1045 8
1042 8
1442 8
1823 8
1966 8
2259 8
2332 8
2097 8
4407 8
4586 8
4650 8
4731 8
4817 8
4795 8
4492 8
4316 8
4378 8
4392 8
4353 8
4664 8
4855 8
5023 8
4936 8
4593 8
4424 8
4605 8
5084 8
5141 8
4767 8
5191 8
4909 8
4921 8
4702 8
2466 8
2765 8
2073 8
4940 8
4907 8
5188 8
5323 8
5058 8
4691 8
4532 8
4861 8
5024 8
5391 8
5516 8
9157 8
8988 8
8875 8
9057 8
9191 8
9205 8
9032 8
9075 8
9130 8
8910 8
8771 8
8794 8
8950 8
8980 8
8881 8
8763 8
8801 8
8927 8
8332 8
