pt_graph cpue_kghour
5150 0
5150 60
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 4
5150 0
5150 0
5150 7
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5150 0
5152 0
5152 58
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 4
5152 0
5152 0
5152 7
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5152 0
5200 0
5200 60
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 4
5200 0
5200 0
5200 7
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5200 0
5368 0
5368 15
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 1
5368 0
5368 0
5368 2
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5368 0
5436 0
5436 15
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 1
5436 0
5436 0
5436 2
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5436 0
5439 0
5439 15
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 1
5439 0
5439 0
5439 2
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5439 0
5467 0
5467 15
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 1
5467 0
5467 0
5467 2
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5467 0
5489 0
5489 38
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 1
5489 0
5489 0
5489 3
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5489 0
5501 0
5501 15
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 1
5501 0
5501 0
5501 2
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5501 0
5524 0
5524 15
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 1
5524 0
5524 0
5524 2
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5524 0
5538 0
5538 26
5538 0
5538 0
5538 0
5538 0
5538 0
5538 0
5538 0
5538 0
5538 0
5538 0
