pt_graph LE_MET_level6
3154 8
3516 8
3654 8
3803 8
4023 8
4175 8
4427 8
4630 8
9411 8
9580 8
9737 8
9496 8
9617 8
10313 8
9818 8
9764 8
9852 8
9989 8
10492 8
9693 8
9641 8
9844 8
10060 8
10254 8
10427 8
9726 8
9593 8
9723 8
9855 8
9971 8
9858 8
9741 8
9896 8
10056 8
10182 8
10368 8
9614 8
9493 8
9556 8
10033 8
9676 8
9510 8
9526 8
10222 8
10276 8
10242 8
10116 8
9975 8
9986 8
9386 8
9682 8
9888 8
9609 8
9366 8
9441 8
9806 8
9412 8
9339 8
9698 8
9584 8
9130 8
8976 8
8875 8
8765 8
4173 8
3955 8
4512 8
4351 8
4021 8
3367 8
4634 8
4702 8
4731 8
4791 8
4841 8
4940 8
4586 8
4921 8
4817 8
5005 8
4650 8
4757 8
4489 8
4685 8
4526 8
4470 8
4376 8
4378 8
4273 8
4392 8
4305 8
4772 8
4348 8
4244 8
3819 8
3599 8
4243 8
4499 8
4140 8
3940 8
4293 8
4166 8
4324 8
4355 8
4528 8
3674 8
3417 8
5084 8
5273 8
5444 8
5631 8
5431 8
5322 8
9235 8
9354 8
9087 8
9120 8
9249 8
9265 8
8910 8
9075 8
9157 8
8635 8
8570 8
8737 8
8825 8
8916 8
8859 8
8794 8
8673 8
8610 8
8548 8
8481 8
8468 8
8574 8
8620 8
8743 8
8812 8
8757 8
8684 8
8801 8
8869 8
