pt_graph LE_MET_level6
3563 8
3969 8
3920 8
3483 8
3536 8
4020 8
3399 8
4127 8
4778 8
5051 8
5507 8
6028 8
4735 8
4424 8
4081 8
3910 8
3770 8
2492 8
3534 8
3891 8
3532 8
3091 8
3510 8
3742 8
3285 8
2877 8
3328 8
3826 8
4188 8
4467 8
4038 8
2326 8
3673 8
4302 8
4628 8
5024 8
5500 8
5803 8
8571 8
8735 8
8428 8
8444 8
8615 8
8491 8
8473 8
8553 8
8655 8
8692 8
8858 8
8677 8
6476 8
6224 8
6226 8
5251 8
4767 8
5188 8
5648 8
5058 8
5456 8
4790 8
4370 8
5587 8
5946 8
4664 8
4103 8
3169 8
3845 8
4278 8
4525 8
4585 8
3883 8
4349 8
4940 8
5235 8
5065 8
4708 8
4766 8
5415 8
5046 8
4846 8
4229 8
4879 8
4412 8
5382 8
5199 8
3807 8
4907 8
5671 8
5349 8
4598 8
4102 8
4193 8
3846 8
3097 8
4260 8
4882 8
4492 8
3993 8
4909 8
5359 8
5450 8
4581 8
4316 8
3848 8
5023 8
5872 8
5799 8
5630 8
5272 8
5589 8
4530 8
4702 8
5191 8
4636 8
4052 8
5277 8
5644 8
5193 8
4634 8
4605 8
4789 8
4954 8
4239 8
4841 8
5037 8
4461 8
3636 8
3549 8
5319 8
5531 8
5215 8
4402 8
4967 8
5064 8
4374 8
4508 8
341 20
382 20
381 20
337 20
305 20
314 20
303 20
292 20
336 20
396 20
468 20
488 20
451 20
415 20
386 20
450 20
436 20
411 20
