VE_REF pt_graph
DEN1 2674
DEN1 2783
DEN1 2950
DEN1 2929
DEN1 2737
DEN1 2548
DEN1 2970
DEN1 2917
DEN1 2466
DEN1 2408
DEN1 2429
DEN1 2287
DEN1 2333
DEN1 2356
DEN1 2341
DEN2 10959
DEN2 8796
DEN2 10887
DEN2 10955
DEN2 10926
DEN2 10920
DEN2 10929
DEN2 10984
DEN2 10893
DEN2 10883
DEN2 10854
DEN2 10839
DEN2 10832
DEN2 10989
DEN2 10930
DEN2 10924
DEN2 10892
DEN2 10909
DEN2 4934
DEN2 4742
DEN2 5550
DEN2 4819
DEN2 5435
DEN3 10918
DEN3 10942
DEN3 10961
DEN3 10935
DEN3 10891
DEN3 10993
DEN3 10996
DEN3 11009
DEN3 10926
DEN3 10953
DEN3 10988
DEN3 10959
DEN3 10994
DEN3 10962
DEN3 10930
DEN3 10976
DEN3 10986
DEN3 10920
DEN3 10909
DEN3 10897
DEN3 10893
DEN3 10883
DEN3 10832
DEN3 10813
DEN3 10762
DEN3 10778
DEN3 10786
DEN3 9201
DEN3 9121
DEN3 9112
DEN4 596
DEN4 855
DEN4 585
DEN4 576
DEN4 523
DEN4 548
DEN4 1098
DEN4 578
DEN4 609
DEN4 614
DEN5 2144
DEN5 1672
DEN5 2087
DEN5 2101
DEN5 1620
DEN5 1821
DEN5 1835
DEN5 1634
DEN5 1924
DEN5 2202
DEN5 2002
DEN5 1910
DEN5 2128
DEN5 2107
DEN5 2121
DEN5 2188
DEN5 2413
DEN5 2456
DEN5 2325
DEN5 2633
DEN5 2345
DEN5 2667
DEN5 2700
DEN6 11039
DEN6 11023
DEN6 11025
DEN6 11015
DEN6 11018
DEN6 11037
DEN6 11033
DEN6 11028
DEN6 11024
DEN6 11030
DEN6 11026
DEN6 11029
DEN6 11008
DEN6 11045
DEN6 11021
DEN6 259
DEN6 233
DEN6 215
DEN6 255
DEN6 318
DEN6 279
DEN7 255
DEN7 259
DEN7 279
DEN8 7086
DEN8 7303
DEN8 7619
DEN8 7979
DEN8 8057
DEN8 7201
DEN8 6926
DEN8 7159
DEN8 7628
DEN8 7320
DEN8 7538
DEN8 7212
DEN8 7019
DEN8 7021
DEN8 7711
DEN8 7759
DEN8 7903
DEN8 8038
DEN8 8019
DEN8 7392
DEN8 7287
DEN8 7149
DEN8 6977
DEN8 7691
DEN8 7436
DEN8 7678
DEN8 7623
DEN8 8361
DEN8 8439
DEN8 8332
DEN8 7348
DEN8 7775
DEN8 8525
DEN8 8655
DEN8 8563
DEN8 8564
DEN8 8418
DEN8 8366
DEN8 9496
DEN8 9614
DEN8 9802
DEN8 9122
DEN8 8988
DEN8 8813
DEN8 7498
DEN8 7694
DEN8 7926
DEN8 7768
DEN8 7366
DEN8 7186
DEN11 416
DEN11 471
DEN11 494
DEN11 523
DEN11 452
DEN11 401
DEN11 529
DEN11 485
