VE_REF freq
DEN1 0.0172
DEN1 0.2068
DEN1 0.0172
DEN1 0.0689
DEN1 0.0172
DEN1 0.0689
DEN1 0.0172
DEN1 0.0689
DEN1 0.1379
DEN1 0.0695
DEN1 0.1379
DEN1 0.0517
DEN1 0.0345
DEN1 0.0689
DEN1 0.0172
DEN2 0.0213
DEN2 0.0213
DEN2 0.0213
DEN2 0.0213
DEN2 0.1064
DEN2 0.0426
DEN2 0.0426
DEN2 0.0851
DEN2 0.1064
DEN2 0.1702
DEN2 0.0213
DEN2 0.0213
DEN2 0.0213
DEN2 0.0213
DEN2 0.0426
DEN2 0.0213
DEN2 0.0213
DEN2 0.0213
DEN2 0.0426
DEN2 0.0426
DEN2 0.0426
DEN2 0.0213
DEN2 0.0213
DEN3 0.0515
DEN3 0.0309
DEN3 0.0206
DEN3 0.0103
DEN3 0.0103
DEN3 0.0412
DEN3 0.0206
DEN3 0.0103
DEN3 0.0415
DEN3 0.2369
DEN3 0.1239
DEN3 0.0412
DEN3 0.0103
DEN3 0.0103
DEN3 0.0103
DEN3 0.0103
DEN3 0.0312
DEN3 0.103
DEN3 0.0412
DEN3 0.0103
DEN3 0.0103
DEN3 0.0309
DEN3 0.0103
DEN3 0.0206
DEN3 0.0103
DEN3 0.0103
DEN3 0.0103
DEN3 0.0103
DEN3 0.0103
DEN3 0.0103
DEN4 0.2594
DEN4 0.2517
DEN4 0.0814
DEN4 0.0296
DEN4 0.0222
DEN4 0.0814
DEN4 0.1999
DEN4 0.0521
DEN4 0.0148
DEN4 0.0074
DEN5 0.1222
DEN5 0.0379
DEN5 0.0947
DEN5 0.1493
DEN5 0.041
DEN5 0.1353
DEN5 0.0406
DEN5 0.0541
DEN5 0.0135
DEN5 0.0271
DEN5 0.0135
DEN5 0.0271
DEN5 0.0135
DEN5 0.0135
DEN5 0.0406
DEN5 0.0135
DEN5 0.0135
DEN5 0.0541
DEN5 0.0271
DEN5 0.0135
DEN5 0.0135
DEN5 0.0271
DEN5 0.0135
DEN6 0.0056
DEN6 0.032
DEN6 0.0056
DEN6 0.0075
DEN6 0.0188
DEN6 0.0942
DEN6 0.0075
DEN6 0.1149
DEN6 0.0038
DEN6 0.0038
DEN6 0.0019
DEN6 0.0019
DEN6 0.0282
DEN6 0.0056
DEN6 0.0019
DEN6 0.0734
DEN6 0.0358
DEN6 0.5367
DEN6 0.0132
DEN6 0.0056
DEN6 0.0019
DEN7 0.3833
DEN7 0.0226
DEN7 0.594
DEN8 0.0455
DEN8 0.0303
DEN8 0.0152
DEN8 0.0152
DEN8 0.0303
DEN8 0.0303
DEN8 0.0152
DEN8 0.0152
DEN8 0.0303
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.1061
DEN8 0.0303
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0303
DEN8 0.0303
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0303
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN8 0.0152
DEN11 0.2878
DEN11 0.07
DEN11 0.3425
DEN11 0.1128
DEN11 0.0426
DEN11 0.0157
DEN11 0.004
DEN11 0.0077
DEN11 0.0078
DEN11 0.0817
DEN11 0.0117
DEN11 0.0117
DEN11 0.004
DEN12 0.0295
DEN12 0.0128
DEN12 0.0084
DEN12 0.0084
DEN12 0.0042
DEN12 0.0126
DEN12 0.0168
DEN12 0.0253
DEN12 0.0084
DEN12 0.0168
DEN12 0.0042
DEN12 0.021
DEN12 0.0042
DEN12 0.021
DEN12 0.0168
DEN12 0.0126
DEN12 0.0042
DEN12 0.0042
DEN12 0.0126
DEN12 0.0042
DEN12 0.0084
DEN12 0.0042
DEN12 0.0058
DEN12 0.0027
DEN12 0.0058
DEN12 0.0042
DEN12 0.0042
DEN12 0.0048
DEN12 0.0042
DEN12 0.0126
DEN12 0.0168
DEN12 0.0126
DEN12 0.021
DEN12 0.0042
DEN12 0.0084
DEN12 0.0212
DEN12 0.0168
DEN12 0.021
DEN12 0.0295
DEN12 0.0084
DEN12 0.0168
DEN12 0.021
DEN12 0.0168
DEN12 0.0042
DEN12 0.0168
DEN12 0.0042
DEN12 0.0084
DEN12 0.0084
DEN12 0.0042
DEN12 0.0084
DEN12 0.0084
DEN12 0.0042
DEN12 0.0042
DEN12 0.0042
DEN12 0.0042
DEN12 0.0042
DEN12 0.0042
DEN12 0.0126
DEN12 0.0042
DEN12 0.0084
DEN12 0.0126
DEN12 0.0128
DEN12 0.0042
DEN12 0.0126
DEN12 0.0084
DEN12 0.0042
DEN12 0.0042
DEN12 0.0126
DEN12 0.0126
DEN12 0.0084
DEN12 0.0084
DEN12 0.0084
DEN12 0.0042
DEN12 0.0084
DEN12 0.0084
