pt_graph LE_MET_level6
8902 17
8977 17
8786 17
8855 17
8823 17
8873 17
8871 17
8904 17
8814 17
8949 17
8899 17
8799 17
10988 8
10953 8
10968 8
10955 8
10962 8
10994 8
10993 8
11008 8
11023 8
10909 8
10926 8
10920 8
10963 8
10924 8
11068 8
11060 8
11056 8
11122 8
11051 8
10756 8
10892 8
10699 8
10652 8
10733 8
10695 8
9838 8
9979 8
9819 8
9737 8
10033 8
9931 8
9749 8
9869 8
9354 8
9057 8
8856 8
10893 8
10929 8
10918 8
10959 8
10899 8
10901 8
10930 8
10918 11
10953 11
10988 11
10930 11
10962 11
10959 11
10993 11
10899 11
10893 11
10994 11
