pt_graph LE_MET_level6
8897 17
8893 17
8930 17
8867 17
8902 17
8855 17
8949 17
9574 17
9378 17
9630 17
9530 17
10883 8
10897 8
10926 8
10955 8
10920 8
10909 8
10963 8
10892 8
9144 8
9280 8
9299 8
9157 8
8928 8
8982 8
9060 8
9101 8
9062 8
9120 8
9249 8
9493 8
9682 8
9950 8
10492 8
9087 8
9288 8
9136 8
9233 8
8976 8
9265 8
9526 8
9741 8
9354 8
9075 8
9307 8
9370 8
9336 8
9371 8
9333 8
9243 8
9244 8
9133 8
8983 8
9210 8
9270 8
9066 8
8923 8
9412 8
9345 8
9375 8
9328 8
8933 8
8929 8
8984 8
9285 8
9231 8
9040 8
9340 8
9216 8
9410 8
9395 8
9268 8
8989 8
9369 8
9188 8
9027 8
9137 8
9229 8
9167 8
9005 8
8932 8
8944 8
8896 8
9140 8
9313 8
8963 8
9181 8
9065 8
9397 8
9169 8
9254 8
8955 8
8942 8
9161 8
9258 8
