VE_REF freq
DEN0 0.0153
DEN0 0.0459
DEN0 0.0306
DEN0 0.0459
DEN0 0.0459
DEN0 0.0306
DEN0 0.0153
DEN0 0.0153
DEN0 0.0306
DEN0 0.0153
DEN0 0.0306
DEN0 0.0153
DEN0 0.6633
DEN1 0.1034
DEN1 0.0689
DEN1 0.023
DEN1 0.1149
DEN1 0.1149
DEN1 0.1264
DEN1 0.1034
DEN1 0.0804
DEN1 0.023
DEN1 0.0115
DEN1 0.0689
DEN1 0.1383
DEN1 0.023
DEN2 0.087
DEN2 0.087
DEN2 0.1304
DEN2 0.0435
DEN2 0.0435
DEN2 0.0435
DEN2 0.087
DEN2 0.1739
DEN2 0.0435
DEN2 0.087
DEN2 0.1739
DEN3 0.0177
DEN3 0.0442
DEN3 0.0265
DEN3 0.0265
DEN3 0.0357
DEN3 0.0445
DEN3 0.0354
DEN3 0.0354
DEN3 0.0265
DEN3 0.0265
DEN3 0.0088
DEN3 0.0265
DEN3 0.0619
DEN3 0.0265
DEN3 0.0088
DEN3 0.0088
DEN3 0.0177
DEN3 0.0088
DEN3 0.0177
DEN3 0.0088
DEN3 0.0088
DEN3 0.0354
DEN3 0.0177
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0177
DEN3 0.0354
DEN3 0.018
DEN3 0.0088
DEN3 0.0088
DEN3 0.0177
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0091
DEN3 0.0265
DEN3 0.0177
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0177
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0088
DEN3 0.0177
DEN4 0.3634
DEN4 0.2273
DEN4 0.0907
DEN4 0.0156
DEN4 0.1663
DEN4 0.061
DEN4 0.0454
DEN4 0.0151
DEN4 0.0151
DEN5 0.0239
DEN5 0.0419
DEN5 0.0539
DEN5 0.1377
DEN5 0.0479
DEN5 0.0599
DEN5 0.018
DEN5 0.018
DEN5 0.0359
DEN5 0.0419
DEN5 0.012
DEN5 0.006
DEN5 0.0182
DEN5 0.018
DEN5 0.0359
DEN5 0.006
DEN5 0.006
DEN5 0.0299
DEN5 0.006
DEN5 0.0419
DEN5 0.0239
DEN5 0.0239
DEN5 0.006
DEN5 0.0359
DEN5 0.0599
DEN5 0.0479
DEN5 0.006
DEN5 0.012
DEN5 0.006
DEN5 0.012
DEN5 0.006
DEN5 0.012
DEN5 0.006
DEN5 0.006
DEN5 0.0062
DEN5 0.012
DEN5 0.012
DEN5 0.012
DEN5 0.012
DEN5 0.006
DEN5 0.006
DEN5 0.006
DEN5 0.006
DEN8 0.037
DEN8 0.0093
DEN8 0.0278
DEN8 0.0463
DEN8 0.0463
DEN8 0.0093
DEN8 0.0093
DEN8 0.0185
DEN8 0.0093
DEN8 0.0093
DEN8 0.0185
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0185
DEN8 0.037
DEN8 0.0185
DEN8 0.0093
DEN8 0.0185
DEN8 0.0278
DEN8 0.0093
DEN8 0.0093
DEN8 0.0185
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0185
DEN8 0.0093
DEN8 0.0093
DEN8 0.0278
DEN8 0.0185
DEN8 0.0093
DEN8 0.0185
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0096
DEN8 0.0093
DEN8 0.0185
DEN8 0.0278
DEN8 0.0185
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0185
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN8 0.0093
DEN9 0.0301
DEN9 0.0311
DEN9 0.0301
DEN9 0.0301
DEN9 0.0301
DEN9 0.0311
DEN9 0.0301
DEN9 0.2116
DEN9 0.0301
DEN9 0.0602
DEN9 0.0311
DEN9 0.0301
DEN9 0.0301
DEN9 0.0301
DEN9 0.0301
DEN9 0.0311
DEN9 0.0301
DEN9 0.0301
DEN9 0.0602
DEN9 0.0301
DEN9 0.0301
DEN9 0.0301
DEN9 0.0311
DEN9 0.0301
DEN9 0.0311
DEN11 0.0599
DEN11 0.2175
DEN11 0.1187
DEN11 0.0301
DEN11 0.1089
DEN11 0.0098
DEN11 0.0393
DEN11 3e-04
DEN11 0.0098
DEN11 0.0196
DEN11 0.0101
DEN11 0.0298
DEN11 0.0098
DEN11 0.0399
DEN11 0.0098
DEN11 0.0196
DEN11 0.0101
DEN11 0.0098
DEN11 0.0196
DEN11 0.0494
DEN11 0.0098
DEN11 0.0098
DEN11 0.0098
DEN11 0.0298
DEN11 0.0196
DEN11 0.0098
DEN11 0.02
DEN11 0.0298
DEN11 0.0098
DEN11 0.0098
DEN11 0.02
DEN12 0.0087
DEN12 0.0087
DEN12 0.0066
DEN12 0.0044
DEN12 0.0066
DEN12 0.0044
DEN12 0.0044
DEN12 0.0022
DEN12 0.0022
DEN12 0.0022
DEN12 0.0066
DEN12 0.0066
DEN12 0.0066
DEN12 0.0066
DEN12 0.0044
DEN12 0.0306
DEN12 0.0175
DEN12 0.0153
DEN12 0.0022
DEN12 0.0087
DEN12 0.0044
DEN12 0.0175
DEN12 0.0328
DEN12 0.0241
DEN12 0.0197
DEN12 0.0022
DEN12 0.0176
DEN12 0.0197
DEN12 0.0022
DEN12 0.0044
DEN12 0.0022
DEN12 0.0022
