pt_graph shape
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 1.48
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8080 1.48
8080 0
8080 0
8080 1.56
8080 0
8080 0
8080 0
8080 0
8080 0
8080 0
8139 0
8139 0
8139 0
8139 0
8139 0
8139 0
8139 0
8139 0
8139 0
8139 0
8139 1.63
8139 0
8139 0
8139 0
8139 33
8139 0
8139 0
8139 0
8139 0
8139 0
8139 0
8139 36.53
8139 0
8139 0
8139 29.8
8139 0
8139 0
8139 0
8139 0
8139 0
8139 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 2.84
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8182 23.89
8182 0
8182 0
8182 43.19
8182 0
8182 0
8182 0
8182 0
8182 0
8182 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 2.84
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8211 23.89
8211 0
8211 0
8211 43.19
8211 0
8211 0
8211 0
8211 0
8211 0
8211 0
8239 0
8239 0
8239 0
8239 0
8239 0
8239 0
8239 0
8239 0
8239 0
8239 0
8239 1.56
8239 0
8239 0
8239 0
8239 33.12
8239 0
8239 0
8239 0
8239 0
8239 0
8239 0
8239 26.39
8239 0
8239 0
8239 33.33
8239 0
8239 0
8239 0
8239 0
8239 0
8239 0
8267 0
8267 0
8267 0
8267 0
8267 0
8267 0
8267 0
8267 0
8267 0
8267 0
8267 56.77
8267 0
8267 0
8267 0
8267 29.44
8267 0
8267 0
8267 0
8267 0
8267 0
8267 0
8267 0.94
8267 0
8267 0
8267 15.62
8267 0
8267 0
8267 0
8267 0
8267 0
8267 0
8272 0
8272 0
8272 0
8272 0
8272 0
8272 0
8272 0
8272 0
8272 0
8272 0
8272 1.62
8272 0
8272 0
8272 0
8272 35.55
8272 0
8272 0
8272 0
8272 0
8272 0
8272 0
8272 23.54
8272 0
8272 0
8272 30.05
8272 0
8272 0
8272 0
8272 0
8272 0
8272 0
8299 0
8299 0
8299 0
8299 0
8299 0
8299 0
8299 0
8299 0
8299 0
8299 0
8299 1.63
8299 0
8299 0
8299 0
8299 33
8299 0
8299 0
8299 0
8299 0
8299 0
8299 0
8299 36.53
8299 0
8299 0
8299 29.8
8299 0
8299 0
8299 0
8299 0
8299 0
8299 0
8312 0
8312 0
8312 0
8312 0
8312 0
8312 0
8312 0
8312 0
8312 0
8312 0
8312 1.58
8312 0
8312 0
8312 0
8312 29.44
8312 0
8312 0
8312 0
8312 0
8312 0
8312 0
8312 1.57
8312 0
8312 0
8312 33.39
8312 0
8312 0
8312 0
8312 0
8312 0
8312 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 1.94
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8313 0
8320 0
8320 0
8320 0
8320 0
8320 0
8320 0
8320 0
8320 0
8320 0
8320 0
8320 1.63
8320 0
8320 0
8320 0
8320 33
8320 0
8320 0
8320 0
8320 0
8320 0
8320 0
8320 36.53
8320 0
8320 0
8320 29.8
8320 0
8320 0
8320 0
8320 0
8320 0
8320 0
8369 0
8369 0
8369 0
8369 0
8369 0
8369 0
8369 0
8369 0
8369 0
8369 0
8369 0.87
8369 0
8369 0
8369 0
8369 33.12
8369 0
8369 0
8369 0
8369 0
8369 0
8369 0
8369 26.39
8369 0
8369 0
8369 33.33
8369 0
8369 0
8369 0
8369 0
8369 0
8369 0
8398 0
8398 0
8398 0
8398 0
8398 0
8398 0
8398 0
8398 0
8398 0
8398 0
8398 0.73
8398 0
8398 0
8398 0
8398 0.96
8398 0
8398 0
8398 0
8398 0
8398 0
8398 0
8398 0.73
8398 0
8398 0
8398 3.32
8398 0
8398 0
8398 0
8398 0
8398 0
8398 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 1.94
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8425 0
8428 0
8428 0
8428 0
8428 0
8428 0
8428 0
8428 0
8428 0
8428 0
8428 0
8428 5.83
8428 0
8428 0
8428 0
8428 4.54
8428 0
8428 0
8428 0
8428 0
8428 0
8428 0
8428 3.9
8428 0
8428 0
8428 3.28
8428 0
8428 0
8428 0
8428 0
8428 0
8428 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 1.92
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
8438 0
