VE_REF beta.se.VE_REF
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0
GER40 0.18544
GER40 0
GER40 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0.99338
GER41 0
GER41 0.11733
GER41 0
GER41 1.22788
GER41 0
GER41 0.13132
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0.11974
GER41 0.72252
GER41 0
GER41 0.24945
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
GER41 0
DEN2 0
DEN2 0.14387
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0.70184
DEN2 0
DEN2 0.26344
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0.51107
DEN2 0
DEN2 0
DEN2 0.44669
DEN2 0
DEN2 0.26013
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN2 0
DEN5 0
DEN5 0.14797
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0.16522
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN5 0.13137
DEN5 0
DEN5 0.14286
DEN5 0
DEN5 0.78504
DEN5 0.1471
DEN5 0.67733
DEN5 0
DEN5 0.59851
DEN5 0
DEN5 0
DEN5 0
DEN5 0
DEN12 0
DEN12 0.04934
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0.21718
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0.21822
DEN12 0
DEN12 0
DEN12 0.31138
DEN12 0
DEN12 0.10089
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN12 0
DEN16 0
DEN16 0.30107
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0.38687
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0.17473
DEN16 0
DEN16 0.18154
DEN16 0
DEN16 0
DEN16 0.19434
DEN16 0.6739
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN16 0
DEN17 0
DEN17 0.06188
DEN17 0
DEN17 0
DEN17 0
DEN17 0
DEN17 0
DEN17 0
DEN17 0
DEN17 0.17969
DEN17 0.12178
DEN17 0
DEN17 0
DEN17 0
DEN17 0.36047
DEN17 0
DEN17 0
DEN17 0
DEN17 0
DEN17 0
DEN17 0
DEN17 0.17016
DEN17 0.14928
DEN17 0.12664
DEN17 0
DEN17 0.32428
DEN17 0.13071
DEN17 0.13188
DEN17 0
DEN17 0.11256
DEN17 0
DEN17 0
DEN17 0
DEN17 0
DEN21 0
DEN21 0.07925
DEN21 0
DEN21 0.14448
DEN21 0
DEN21 0
DEN21 0
DEN21 0.25006
DEN21 0
DEN21 0.22981
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0.15474
DEN21 0
DEN21 0
DEN21 0.32109
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN21 0
DEN23 0
DEN23 0.07347
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0.11669
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0.2297
DEN23 0
DEN23 0
DEN23 0.32223
DEN23 0
DEN23 0.13566
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN23 0
DEN26 0
DEN26 0.10114
DEN26 0
DEN26 0.18601
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0.41191
DEN26 0
DEN26 0
DEN26 0
DEN26 0.29089
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0.21036
DEN26 0
DEN26 0
DEN26 0.35891
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN26 0
DEN28 0
DEN28 0.05758
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0.43127
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0.16319
DEN28 0
DEN28 0
DEN28 0.31833
DEN28 0
DEN28 0.14615
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN28 0
DEN37 0
DEN37 0.0847
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0.47343
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0.42914
DEN37 1.13871
DEN37 0
DEN37 0.33468
DEN37 1.05387
DEN37 0.14642
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN37 0
DEN41 0
DEN41 0.1171
DEN41 0
DEN41 0
DEN41 0
DEN41 0
DEN41 0
DEN41 0
DEN41 0.19214
DEN41 0.91454
DEN41 0.26461
DEN41 0
DEN41 0.4532
DEN41 0
DEN41 0
DEN41 0
DEN41 0
DEN41 0
DEN41 0
DEN41 0
DEN41 0
DEN41 0.23153
DEN41 0.37362
DEN41 0.28702
DEN41 0
DEN41 0.35279
DEN41 0.27407
DEN41 0
DEN41 0
DEN41 0.43759
DEN41 0
DEN41 0
DEN41 0
DEN41 0
DEN45 0
DEN45 0.05485
DEN45 0
DEN45 0.83705
DEN45 0
DEN45 0
DEN45 0.156
DEN45 0
DEN45 0
DEN45 0.14606
DEN45 0.21132
DEN45 0
DEN45 0
DEN45 0
DEN45 1.48014
DEN45 0
DEN45 0
DEN45 0
DEN45 0
DEN45 0
DEN45 0
DEN45 0.15668
DEN45 0.14229
DEN45 0.67848
DEN45 0
DEN45 0.31243
DEN45 0.19126
DEN45 0.09575
DEN45 0
DEN45 0
DEN45 0
DEN45 0
DEN45 0
DEN45 0
DEN46 0
DEN46 0.07065
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0.255
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0.16378
DEN46 0.16635
DEN46 0.21954
DEN46 0
DEN46 0.32955
DEN46 0.26335
DEN46 0.84385
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN46 0
DEN47 0
DEN47 0.09494
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0.85828
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0.15561
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN47 0
DEN50 0
DEN50 0.11903
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0.30448
DEN50 0
DEN50 0
DEN50 0.35074
DEN50 0
DEN50 0.2039
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN50 0
DEN56 0
DEN56 0.06986
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0.14882
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0.4359
DEN56 0
DEN56 0
DEN56 0.31685
DEN56 0
DEN56 0.10354
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN56 0
DEN57 0
DEN57 0.06857
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0.2446
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 1.37985
DEN57 0.19525
DEN57 1.11656
DEN57 0
DEN57 0.31517
DEN57 1.13714
DEN57 0.10572
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN57 0
DEN59 0
DEN59 0.05859
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0.23154
DEN59 1.52638
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0.17841
DEN59 0
DEN59 0
DEN59 0.31929
DEN59 1.03026
DEN59 0.10158
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN59 0
DEN62 0
DEN62 0.05897
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0.18877
DEN62 1.076
DEN62 0
DEN62 0.31576
DEN62 1.1132
DEN62 0.10023
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN62 0
DEN63 0
DEN63 0.04499
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0.26802
DEN63 0.08942
DEN63 0
DEN63 0
DEN63 0.48165
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0.12873
DEN63 0
DEN63 0
DEN63 0.30982
DEN63 1.17156
DEN63 0.08216
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN63 0
DEN64 0
DEN64 0.26288
DEN64 0
DEN64 0.17452
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 1.04082
DEN64 0
DEN64 0
DEN64 0
DEN64 0.32547
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 0.6069
DEN64 0
DEN64 0
DEN64 0.46515
DEN64 1.24065
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN64 0
DEN69 0
DEN69 0.04581
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0.13266
DEN69 0.26489
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0.23159
DEN69 0.11547
DEN69 0.2754
DEN69 0
DEN69 0.31007
DEN69 0.30084
DEN69 0.09589
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN69 0
DEN70 0
DEN70 0.06042
DEN70 0
DEN70 0.20146
DEN70 0
DEN70 0
DEN70 0
DEN70 0.32605
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0.16612
DEN70 0
DEN70 0
DEN70 0.31658
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN70 0
DEN73 0
DEN73 0.17193
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 1.04047
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0.5642
DEN73 0
DEN73 0
DEN73 0.40933
DEN73 1.17156
DEN73 0.36836
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN73 0
DEN79 0
DEN79 0.07514
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0.35708
DEN79 0
DEN79 0.42828
DEN79 1.33862
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0.53383
DEN79 0.679
DEN79 0
DEN79 0.32803
DEN79 0.64606
DEN79 0.13562
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN79 0
DEN81 0
DEN81 0.10089
DEN81 0
DEN81 0
DEN81 0
DEN81 0
DEN81 0
DEN81 0
DEN81 0.50477
DEN81 0.88925
DEN81 0.24046
DEN81 0
DEN81 1.06475
DEN81 0
DEN81 0
DEN81 0
DEN81 0
DEN81 0
DEN81 0
DEN81 0
DEN81 0
DEN81 0.19379
DEN81 0.86212
DEN81 0.24907
DEN81 0
DEN81 0.38621
DEN81 0.22367
DEN81 0.40616
DEN81 0
DEN81 0.3461
DEN81 0
DEN81 0
DEN81 0
DEN81 0
DEN85 0
DEN85 0.07579
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0.34286
DEN85 0.16359
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0.15021
DEN85 0.75497
DEN85 0.16474
DEN85 0
DEN85 0.33748
DEN85 0.15974
DEN85 0.18071
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN85 0
DEN98 0
DEN98 0.07371
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0.91486
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN98 0.3104
DEN98 0
DEN98 0
DEN98 0.34072
DEN98 1.06734
DEN98 0.15748
DEN98 0
DEN98 0.68329
DEN98 0
DEN98 0
DEN98 0
DEN98 0
DEN101 0
DEN101 0
DEN101 0.32493
DEN101 0
DEN101 0
DEN101 0.25279
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0.56225
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN101 0
DEN106 0
DEN106 0.06116
DEN106 0
DEN106 0.1354
DEN106 0.254
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0.27144
DEN106 0
DEN106 0
DEN106 0.3163
DEN106 0
DEN106 0.09667
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN106 0
DEN108 0
DEN108 0.11336
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0.22525
DEN108 0.28452
DEN108 0
DEN108 0
DEN108 0.46722
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0.34208
DEN108 0
DEN108 0
DEN108 0.33466
DEN108 0
DEN108 0.54267
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN108 0
DEN109 0
DEN109 0.04231
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0.18649
DEN109 0.37351
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0.32225
DEN109 0.26621
DEN109 0.34472
DEN109 0
DEN109 0.31023
DEN109 0.4504
DEN109 0.08853
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN109 0
DEN112 0
DEN112 0.07924
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0.28921
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0.23226
DEN112 0
DEN112 0
DEN112 0.33706
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN112 0
DEN113 0
DEN113 0.10265
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0.73585
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0.5642
DEN113 1.17474
DEN113 0
DEN113 0.44534
DEN113 1.24065
DEN113 0.25419
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN113 0
DEN115 0
DEN115 0.05292
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0.35986
DEN115 0.11107
DEN115 0
DEN115 0
DEN115 0.55274
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0.14567
DEN115 0
DEN115 0
DEN115 0.31154
DEN115 0
DEN115 0.09257
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN115 0
DEN116 0
DEN116 0.08636
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0.15347
DEN116 0.25118
DEN116 0
DEN116 0
DEN116 0.44769
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0.22046
DEN116 0
DEN116 0
DEN116 0.32008
DEN116 0
DEN116 0.40841
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN116 0
DEN123 0
DEN123 0.12012
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0.28743
DEN123 1.64463
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0.41265
DEN123 1.05142
DEN123 0
DEN123 0.34728
DEN123 1.08723
DEN123 0.15745
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN123 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0.31138
DEN135 0
DEN135 0.20292
DEN135 0.23852
DEN135 0.22793
DEN135 0
DEN135 0.41257
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0
DEN135 0.17691
DEN135 0.18657
DEN135 0
DEN135 0
DEN135 0.25012
DEN135 0
DEN135 0
DEN135 0
DEN135 0
GER20 0
GER20 0.33944
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0.17746
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0.40197
GER20 0
GER20 0
GER20 0.47205
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
GER20 0
SWN11 0
SWN11 0.77932
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0.11189
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0.11269
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN11 0
SWN21 0
SWN21 0.77935
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0.16391
SWN21 0.57375
SWN21 0.12306
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0.16827
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN21 0
SWN27 0
SWN27 0.26056
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0.41679
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN27 0
SWN38 0
SWN38 0.78004
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0.147
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0.12485
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN38 0
SWN44 0
SWN44 0.70282
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN44 0
SWN48 0
SWN48 0.77929
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0.17131
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0.19324
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
SWN48 0
DEN3 0
DEN3 0.05879
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0.22833
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0.13945
DEN3 0
DEN3 0
DEN3 0.31494
DEN3 0
DEN3 0.1133
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN3 0
DEN15 0
DEN15 0.05917
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0.42266
DEN15 0.16172
DEN15 0.16743
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0.20792
DEN15 0
DEN15 0
DEN15 0.31553
DEN15 0.20801
DEN15 0.43147
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN15 0
DEN20 0
DEN20 0.05314
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0.79553
DEN20 0.30193
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0.17201
DEN20 0.13283
DEN20 0.18502
DEN20 0
DEN20 0.31201
DEN20 0.28164
DEN20 0.11108
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN20 0
DEN22 0
DEN22 0.13155
DEN22 0
DEN22 0
DEN22 0
DEN22 0
DEN22 0
DEN22 0
DEN22 0.22998
DEN22 0
DEN22 0.65091
DEN22 0.07638
DEN22 0.47704
DEN22 0
DEN22 0
DEN22 0
DEN22 0
DEN22 0
