pt_graph LE_MET_level6
11060 8
11122 8
12086 8
11008 8
11051 8
11045 8
11056 8
11037 8
9819 8
9838 8
9818 8
9626 8
9520 8
9725 8
9830 8
9904 8
10170 8
10029 8
9920 8
9869 8
10040 8
10218 8
10926 8
10955 8
10963 8
10951 8
10984 8
10989 8
11068 8
10182 8
9971 8
9874 8
9726 8
9620 8
9641 8
9656 8
10062 8
9922 8
9799 8
9183 8
8980 8
8881 8
8492 8
8588 8
8515 8
8649 8
8716 8
8987 8
9037 8
8877 8
8763 8
8620 8
8574 8
8488 8
8648 8
8621 8
8743 8
9063 8
8508 8
8613 8
8745 8
8639 8
8611 8
8526 8
8468 8
8416 8
8389 8
8140 8
8457 8
8694 8
8703 8
8581 8
8562 8
8610 8
8739 8
8825 8
10016 8
11204 8
11193 8
11169 8
9329 8
9151 8
8784 8
8439 8
8395 8
8731 8
8708 8
8808 8
8984 8
9081 8
9285 8
9418 8
9510 8
9441 8
9445 8
9365 8
9207 8
9682 8
9526 8
9808 8
9666 8
9593 8
10994 8
10962 8
10959 8
10986 8
10988 8
10953 8
10961 8
10930 8
10899 8
10891 8
10929 8
10920 8
