pt_graph LE_MET_level6
4229 8
4097 8
3891 8
3910 8
4126 8
4393 8
4530 8
4375 8
4461 8
3696 8
4454 8
4708 8
5024 8
5215 8
5500 8
5670 8
5828 8
5613 8
5450 8
5531 8
8479 8
8455 8
8467 8
8604 8
8681 8
8773 8
8749 8
8645 8
8826 8
9009 8
8991 8
8883 8
8404 8
8367 8
8429 8
8509 8
8831 8
5778 8
5516 8
5391 8
4532 8
4278 8
3969 8
3616 8
3399 8
3097 8
3385 8
3622 8
8520 8
8736 8
8844 8
8932 8
8729 8
8862 8
8824 8
8876 8
8858 8
8925 8
9061 8
8955 8
8917 8
8808 8
8708 8
8655 8
8564 8
4424 8
4020 8
3845 8
3519 8
4081 8
4406 8
4394 8
4492 8
4525 8
8571 8
8644 8
8540 8
8473 8
8448 8
8491 8
8438 8
8428 8
8444 8
8466 8
8735 8
8760 8
8666 8
8402 8
8351 8
3634 8
3846 8
4038 8
3532 8
3239 8
4102 8
4402 8
4576 8
4778 8
4147 8
3169 8
4501 8
4251 8
3343 8
4879 8
4882 8
4980 8
4923 8
4605 8
4968 8
4598 8
4936 8
4861 8
4724 8
4593 8
4636 8
4790 8
4193 8
4846 8
5188 8
5161 8
4911 8
4813 8
5037 8
4606 8
4691 8
5251 8
5349 8
5046 8
3566 8
4907 8
4767 8
4260 8
4110 8
3920 8
4855 8
4954 8
3725 8
3431 8
3641 8
3396 8
4940 8
5058 8
3758 8
4956 8
4706 8
4865 8
4702 8
4470 8
4757 8
4903 8
4841 8
4795 8
4650 8
4791 8
4685 8
4735 8
4992 8
5082 8
4806 8
4634 8
4462 8
4766 8
4731 8
4868 8
4586 8
3624 8
4559 8
4892 8
4951 8
5005 8
4663 8
5260 8
5290 8
5195 8
4508 8
3619 8
4280 8
4161 8
