VE_REF freq
DEN1 1
DEN2 0.17
DEN2 0.17
DEN2 0.17
DEN2 0.17
DEN2 0.17
DEN2 0.17
DEN3 0.33
DEN3 0.33
DEN3 0.33
DEN4 0.5
DEN4 0.5
DEN5 1
DEN8 0.33
DEN8 0.33
DEN8 0.33
DEN9 0.5
DEN9 0.5
DEN11 0.17
DEN11 0.17
DEN11 0.17
DEN11 0.17
DEN11 0.17
DEN11 0.17
DEN12 1
DEN13 1
DEN14 1
DEN15 0.33
DEN15 0.33
DEN15 0.33
DEN17 0.25
DEN17 0.25
DEN17 0.25
DEN17 0.25
DEN18 0.5
DEN18 0.5
DEN19 0.33
DEN19 0.33
DEN19 0.33
DEN20 0.33
DEN20 0.33
DEN20 0.33
DEN21 0.2
DEN21 0.2
DEN21 0.2
DEN21 0.2
DEN21 0.2
DEN22 0.5
DEN22 0.5
DEN23 1
DEN24 1
DEN25 1
DEN26 0.5
DEN26 0.5
DEN27 0.5
DEN27 0.5
DEN28 0.5
DEN28 0.5
DEN29 0.33
DEN29 0.33
DEN29 0.33
DEN30 1
DEN31 0.25
DEN31 0.25
DEN31 0.25
DEN31 0.25
DEN33 0.17
DEN33 0.17
DEN33 0.17
DEN33 0.17
DEN33 0.17
DEN33 0.17
DEN34 0.5
DEN34 0.5
DEN35 0.5
DEN35 0.5
DEN36 1
DEN37 0.33
DEN37 0.33
DEN37 0.33
DEN38 0.5
DEN38 0.5
DEN39 1
DEN40 0.33
DEN40 0.33
DEN40 0.33
DEN41 0.17
DEN41 0.17
DEN41 0.17
DEN41 0.17
DEN41 0.17
DEN41 0.17
DEN42 0.14
DEN42 0.14
DEN42 0.14
DEN42 0.14
DEN42 0.14
DEN42 0.14
DEN42 0.14
DEN43 1
DEN44 1
DEN45 0.17
DEN45 0.17
DEN45 0.17
DEN45 0.17
DEN45 0.17
DEN45 0.17
DEN46 1
DEN47 1
DEN48 0.5
DEN48 0.5
DEN49 0.2
DEN49 0.2
DEN49 0.2
DEN49 0.2
DEN49 0.2
DEN50 1
DEN51 0.25
DEN51 0.25
DEN51 0.25
DEN51 0.25
DEN52 0.2
DEN52 0.2
DEN52 0.2
DEN52 0.2
DEN52 0.2
DEN53 1
DEN54 0.33
DEN54 0.33
DEN54 0.33
DEN55 1
DEN56 1
DEN57 0.5
DEN57 0.5
DEN58 0.5
DEN58 0.5
DEN59 0.33
DEN59 0.33
DEN59 0.33
DEN60 0.14
DEN60 0.14
DEN60 0.14
DEN60 0.14
DEN60 0.14
DEN60 0.14
DEN60 0.14
DEN61 1
DEN62 1
DEN63 0.33
DEN63 0.33
DEN63 0.33
DEN65 0.2
DEN65 0.2
DEN65 0.2
DEN65 0.2
DEN65 0.2
DEN66 0.17
DEN66 0.17
DEN66 0.17
DEN66 0.17
DEN66 0.17
DEN66 0.17
DEN67 0.12
DEN67 0.12
DEN67 0.12
DEN67 0.12
DEN67 0.12
DEN67 0.12
DEN67 0.12
DEN67 0.12
DEN68 0.17
DEN68 0.17
DEN68 0.17
DEN68 0.17
DEN68 0.17
DEN68 0.17
DEN69 0.5
DEN69 0.5
DEN70 0.2
DEN70 0.2
DEN70 0.2
DEN70 0.2
DEN70 0.2
DEN71 1
DEN72 0.25
DEN72 0.25
DEN72 0.25
DEN72 0.25
DEN73 1
DEN74 0.2
DEN74 0.2
DEN74 0.2
DEN74 0.2
DEN74 0.2
DEN75 0.2
DEN75 0.2
DEN75 0.2
DEN75 0.2
DEN75 0.2
DEN76 0.5
DEN76 0.5
DEN77 0.33
DEN77 0.33
DEN77 0.33
DEN78 1
DEN79 0.5
DEN79 0.5
DEN80 0.14
DEN80 0.14
DEN80 0.14
DEN80 0.14
DEN80 0.14
DEN80 0.14
DEN80 0.14
DEN81 0.33
DEN81 0.33
DEN81 0.33
DEN82 0.5
DEN82 0.5
DEN83 1
DEN84 0.2
DEN84 0.2
DEN84 0.2
DEN84 0.2
DEN84 0.2
DEN85 0.2
DEN85 0.2
DEN85 0.2
DEN85 0.2
DEN85 0.2
DEN86 1
DEN87 0.5
DEN87 0.5
DEN88 1
DEN89 1
DEN90 1
DEN91 0.14
DEN91 0.14
DEN91 0.14
DEN91 0.14
DEN91 0.14
DEN91 0.14
DEN91 0.14
DEN92 0.33
DEN92 0.33
DEN92 0.33
DEN94 0.5
DEN94 0.5
DEN95 1
DEN96 0.2
DEN96 0.2
DEN96 0.2
DEN96 0.2
DEN96 0.2
DEN97 0.5
DEN97 0.5
DEN98 0.25
DEN98 0.25
DEN98 0.25
DEN98 0.25
DEN99 0.25
DEN99 0.25
DEN99 0.25
DEN99 0.25
DEN101 0.5
DEN101 0.5
DEN102 1
DEN103 0.33
DEN103 0.33
DEN103 0.33
DEN104 1
DEN105 0.33
DEN105 0.33
DEN105 0.33
DEN106 0.1
DEN106 0.1
DEN106 0.1
DEN106 0.1
DEN106 0.1
DEN106 0.1
DEN106 0.1
DEN106 0.1
DEN106 0.1
DEN106 0.1
DEN107 0.33
DEN107 0.33
DEN107 0.33
DEN108 0.2
DEN108 0.2
DEN108 0.2
DEN108 0.2
DEN108 0.2
DEN109 0.2
DEN109 0.2
DEN109 0.2
DEN109 0.2
DEN109 0.2
DEN110 0.5
DEN110 0.5
DEN111 0.11
DEN111 0.11
DEN111 0.11
DEN111 0.11
DEN111 0.11
DEN111 0.11
DEN111 0.11
DEN111 0.11
DEN111 0.11
DEN112 0.25
DEN112 0.25
DEN112 0.25
DEN112 0.25
DEN113 1
DEN114 0.2
DEN114 0.2
DEN114 0.2
DEN114 0.2
DEN114 0.2
DEN115 0.25
DEN115 0.25
DEN115 0.25
DEN115 0.25
DEN116 0.33
DEN116 0.33
DEN116 0.33
DEN117 0.33
DEN117 0.33
DEN117 0.33
DEN118 0.14
DEN118 0.14
DEN118 0.14
DEN118 0.14
DEN118 0.14
DEN118 0.14
DEN118 0.14
DEN119 0.11
DEN119 0.11
DEN119 0.11
DEN119 0.11
DEN119 0.11
DEN119 0.11
DEN119 0.11
DEN119 0.11
DEN119 0.11
DEN120 0.33
DEN120 0.33
DEN120 0.33
DEN121 0.12
DEN121 0.12
DEN121 0.12
DEN121 0.12
DEN121 0.12
DEN121 0.12
DEN121 0.12
DEN121 0.12
DEN122 0.25
DEN122 0.25
DEN122 0.25
DEN122 0.25
DEN123 1
DEN124 0.1
DEN124 0.1
DEN124 0.1
DEN124 0.1
DEN124 0.1
DEN124 0.1
DEN124 0.1
DEN124 0.1
DEN124 0.1
DEN124 0.1
DEN125 0.25
DEN125 0.25
DEN125 0.25
DEN125 0.25
DEN126 0.2
DEN126 0.2
DEN126 0.2
DEN126 0.2
DEN126 0.2
DEN127 0.17
DEN127 0.17
DEN127 0.17
DEN127 0.17
DEN127 0.17
DEN127 0.17
DEN128 0.33
DEN128 0.33
DEN128 0.33
DEN129 0.5
DEN129 0.5
DEN130 0.12
DEN130 0.12
DEN130 0.12
DEN130 0.12
DEN130 0.12
DEN130 0.12
DEN130 0.12
DEN130 0.12
DEN131 0.14
DEN131 0.14
DEN131 0.14
DEN131 0.14
DEN131 0.14
DEN131 0.14
DEN131 0.14
DEN132 0.5
DEN132 0.5
DEN133 0.25
DEN133 0.25
DEN133 0.25
DEN133 0.25
DEN134 0.11
DEN134 0.11
DEN134 0.11
DEN134 0.11
DEN134 0.11
DEN134 0.11
DEN134 0.11
DEN134 0.11
DEN134 0.11
DEN135 0.25
DEN135 0.25
DEN135 0.25
DEN135 0.25
DEN136 0.2
DEN136 0.2
DEN136 0.2
DEN136 0.2
DEN136 0.2
GER0 0.25
GER0 0.25
GER0 0.25
GER0 0.25
GER1 0.33
GER1 0.33
GER1 0.33
GER2 0.12
GER2 0.12
GER2 0.12
GER2 0.12
GER2 0.12
GER2 0.12
GER2 0.12
GER2 0.12
GER3 0.5
GER3 0.5
GER4 0.2
GER4 0.2
GER4 0.2
GER4 0.2
GER4 0.2
GER5 0.25
GER5 0.25
GER5 0.25
GER5 0.25
GER6 0.25
GER6 0.25
GER6 0.25
GER6 0.25
GER7 1
GER8 0.25
GER8 0.25
GER8 0.25
GER8 0.25
GER9 1
GER10 0.33
GER10 0.33
GER10 0.33
GER11 0.5
GER11 0.5
GER12 0.5
GER12 0.5
GER13 0.5
GER13 0.5
GER14 0.5
GER14 0.5
GER15 0.17
GER15 0.17
GER15 0.17
GER15 0.17
GER15 0.17
GER15 0.17
GER16 0.14
GER16 0.14
GER16 0.14
GER16 0.14
GER16 0.14
GER16 0.14
GER16 0.14
GER17 0.33
GER17 0.33
GER17 0.33
GER19 0.33
GER19 0.33
GER19 0.33
GER20 0.33
GER20 0.33
GER20 0.33
GER21 0.5
GER21 0.5
GER22 0.2
GER22 0.2
GER22 0.2
GER22 0.2
GER22 0.2
GER23 0.25
GER23 0.25
GER23 0.25
GER23 0.25
GER24 0.33
GER24 0.33
GER24 0.33
GER25 0.5
GER25 0.5
GER26 0.25
GER26 0.25
GER26 0.25
GER26 0.25
GER27 0.5
GER27 0.5
GER29 1
GER30 0.5
GER30 0.5
GER32 0.33
GER32 0.33
GER32 0.33
