pt_graph LE_MET_level6
10949 8
10968 8
10953 8
10988 8
10993 8
11008 8
10986 8
10961 8
10945 8
10936 8
10881 8
10867 8
11023 8
11028 8
11037 8
11045 8
11051 8
10956 8
10927 8
10958 8
10970 8
10972 8
10973 8
10967 8
10971 8
10609 8
11122 8
11015 8
10330 8
10873 8
10603 8
10276 8
10182 8
10058 8
9914 8
9799 8
9723 8
9524 8
9439 8
9201 8
9100 8
9274 8
9386 8
9556 8
9726 8
9614 8
9456 8
9295 8
9142 8
8934 8
8761 8
8877 8
8916 8
9130 8
9235 8
9435 8
9526 8
9682 8
9339 8
9233 8
9345 8
9411 8
9333 8
9412 8
9510 8
9741 8
9641 8
9609 8
9493 8
9288 8
9676 8
9766 8
9813 8
9693 8
9806 8
9593 8
9858 8
9801 8
9688 8
9497 8
9335 8
9441 8
9392 8
9304 8
11056 8
12086 8
11220 8
11193 8
10889 8
6088 7
5899 7
5719 7
5612 7
5741 7
5744 7
5907 7
5879 7
5822 7
5945 7
6046 7
6087 7
6025 7
5911 7
5996 7
6032 7
6036 7
5859 7
5890 7
5887 7
5611 7
5829 7
5697 7
5636 7
5534 7
5524 7
5750 7
5981 7
6142 7
6271 7
6153 7
6331 7
6109 7
5654 7
6330 7
6272 7
6160 7
5919 7
5870 7
6351 7
