pt_graph LE_MET_level6
2933 12
4919 12
5047 12
5802 12
5930 12
6310 12
6283 12
6152 12
5982 12
5688 12
5687 12
5757 12
5557 12
5462 12
5591 12
5985 12
6743 12
6258 12
6125 12
6298 12
6238 12
6106 12
3117 12
3219 12
5408 12
5287 12
5160 12
5067 12
4931 12
4719 12
4609 12
4717 12
4872 12
4840 12
4670 12
3124 12
3177 12
3201 12
3330 12
3525 12
3345 12
3249 12
4720 12
4669 12
4509 12
3299 12
3190 12
3112 12
3339 12
2505 17
2391 17
2204 17
2650 17
2384 17
2603 17
2572 17
2318 17
2933 17
5734 17
5930 17
5758 17
5685 17
5821 17
6018 17
5834 17
5688 17
5591 17
5642 17
1304 17
1441 17
2525 17
5767 17
5673 17
5476 17
5810 17
5604 17
5557 17
5731 17
5650 17
5737 17
5905 17
5493 17
5802 17
5599 17
5293 17
5409 17
5528 17
