pt_graph LE_MET_level6
10840 8
10883 8
10892 8
10842 8
10854 8
10861 8
10850 8
10887 8
10909 8
10897 8
10920 8
10905 8
10963 8
10926 8
10955 8
10962 8
10993 8
10959 8
10953 8
10988 8
10994 8
10924 8
10844 8
10984 8
11008 8
10918 8
10913 8
10986 8
10942 8
10944 8
10935 8
10940 8
10893 8
10968 8
10961 8
10936 8
10938 8
10902 8
10915 8
10916 8
10925 8
10930 8
10945 8
10948 8
10976 8
10966 8
11006 8
11011 8
11003 8
11012 8
11017 8
11025 8
11023 8
11013 8
11020 8
11028 8
11037 8
11026 8
11045 8
11027 8
11019 8
11018 8
11005 8
10998 8
10899 8
10929 8
