VE_REF pt_graph
DEN59 4681
DEN59 803
DEN59 1754
DEN60 445
DEN60 512
DEN60 449
DEN60 1009
DEN60 1147
DEN60 7171
DEN60 6121
DEN60 5881
DEN60 5882
DEN61 10876
DEN62 7009
DEN62 7010
DEN62 9885
DEN62 6689
DEN62 7171
DEN63 1498
DEN63 1754
DEN63 6689
DEN63 7171
DEN63 7009
DEN63 6851
DEN63 10449
DEN63 9018
DEN64 1953
DEN65 6851
DEN65 10449
DEN65 10875
DEN66 803
DEN67 10875
DEN67 11034
DEN68 10875
DEN68 11034
DEN69 1086
DEN69 804
DEN69 1955
DEN69 10875
DEN70 6689
DEN70 6851
DEN70 7009
DEN70 7171
DEN70 10449
DEN71 10875
DEN72 10875
DEN74 1953
DEN75 445
DEN75 517
DEN75 6121
DEN75 6851
DEN76 4222
DEN76 10449
DEN76 5881
DEN77 6689
DEN77 7171
DEN77 7009
DEN77 1754
DEN78 3979
DEN79 6689
DEN79 4681
DEN79 7171
DEN79 10449
DEN79 7009
DEN79 7010
DEN80 10656
DEN80 9885
DEN80 10602
DEN80 10610
DEN81 700
DEN82 10449
DEN83 1954
DEN84 1953
DEN84 893
DEN84 635
DEN84 1048
DEN84 670
DEN85 1048
DEN85 4222
DEN86 7326
DEN87 3979
DEN88 6851
DEN89 10875
DEN90 10656
DEN90 10610
DEN90 10602
DEN91 10875
DEN91 11034
DEN92 6851
DEN92 7010
DEN92 5881
DEN92 10656
DEN92 10825
DEN93 3489
DEN94 10875
DEN95 847
DEN96 893
DEN96 1953
DEN96 2546
DEN96 2817
DEN96 1009
DEN96 512
DEN96 445
DEN96 441
DEN97 1953
DEN98 6689
DEN98 4681
DEN98 1754
DEN99 1953
DEN100 10449
DEN101 803
DEN101 1754
DEN101 10449
DEN101 10875
DEN101 10911
DEN101 445
DEN102 1954
DEN102 7010
DEN103 441
DEN103 445
DEN103 449
DEN103 1147
DEN103 2055
DEN103 1756
DEN103 1953
DEN103 3610
DEN103 1048
DEN103 804
DEN103 1954
DEN104 670
DEN105 767
DEN105 635
DEN105 893
DEN106 10656
DEN106 10825
DEN106 10602
DEN106 9885
DEN106 10610
DEN106 10876
DEN107 10875
DEN108 1754
DEN108 803
DEN108 517
DEN108 3850
DEN109 1086
DEN109 804
DEN109 10875
DEN109 10876
DEN110 9018
DEN110 10449
DEN110 9885
DEN110 517
DEN110 441
DEN110 445
DEN111 10449
DEN111 10602
DEN111 10875
DEN111 10876
DEN111 10825
DEN111 10610
DEN111 9018
DEN111 10911
DEN111 9885
DEN112 6689
DEN112 7171
DEN112 7009
DEN112 7326
DEN112 7246
DEN112 7870
DEN112 6851
DEN112 1754
DEN113 445
DEN113 4222
DEN114 517
DEN114 9018
DEN114 10875
DEN114 10449
DEN114 9885
DEN114 803
DEN115 6851
DEN115 10449
DEN115 10875
DEN115 7010
DEN115 6121
DEN115 1954
DEN115 1048
DEN115 4222
DEN115 5881
DEN116 2817
DEN116 10449
DEN116 10875
DEN116 10450
DEN116 1754
DEN116 803
DEN117 441
DEN117 445
DEN117 1009
DEN117 1147
DEN117 2817
DEN117 5703
DEN117 6689
DEN117 4681
DEN118 700
DEN118 785
DEN118 804
DEN119 670
DEN119 1953
DEN119 5881
DEN119 1954
DEN119 804
DEN120 767
DEN120 670
DEN120 893
DEN120 635
DEN121 10602
DEN121 10656
DEN121 10610
DEN121 10876
DEN121 10875
DEN121 10449
DEN121 11034
DEN121 10825
DEN122 806
DEN122 847
DEN122 893
DEN123 6689
DEN123 7009
DEN123 10449
DEN123 7171
DEN123 3610
DEN123 1048
DEN123 1086
DEN123 1954
DEN123 7010
DEN123 7011
DEN123 6851
DEN123 2402
DEN123 1955
DEN123 4222
DEN123 6121
DEN123 7246
DEN124 441
DEN124 445
DEN125 445
DEN125 6121
DEN125 5881
DEN125 1147
DEN125 449
DEN125 512
DEN126 700
DEN126 805
DEN126 785
DEN126 1086
DEN127 10875
DEN128 7010
DEN128 9885
DEN129 517
DEN129 803
DEN129 7326
DEN129 10449
DEN129 10932
DEN129 9018
DEN130 1953
DEN130 10449
DEN130 6851
DEN130 10875
DEN130 11034
DEN131 803
DEN131 170
DEN131 8755
DEN131 8707
DEN131 266
DEN131 582
DEN131 597
DEN132 6851
DEN132 10449
DEN132 1147
DEN132 441
DEN132 517
DEN133 10449
DEN133 10875
DEN133 9018
DEN133 1009
DEN133 445
DEN133 441
DEN134 517
DEN135 803
GER0 658
GER0 10449
GER0 8755
GER0 8851
GER0 8886
GER0 8707
GER1 517
GER1 544
GER1 445
GER2 2952
GER2 1007
GER2 546
GER3 10875
GER3 8755
GER3 11034
GER4 2952
GER5 8886
GER5 9017
GER5 8755
GER5 8851
GER5 10875
GER5 8906
GER5 10449
GER6 8138
GER6 4569
GER7 8755
GER8 8906
GER8 8755
GER8 8886
GER8 10449
GER8 8707
GER8 9017
GER8 8851
GER9 8755
GER10 8755
GER10 10875
GER10 8707
GER11 8886
GER11 8707
GER11 8851
GER12 8755
GER12 8707
GER13 8755
GER13 8707
GER13 10875
GER14 8755
GER14 8707
GER14 10449
GER15 805
GER15 785
GER16 785
GER16 805
GER16 825
GER17 785
GER17 805
GER17 892
GER18 685
GER19 715
GER20 6689
GER20 715
GER20 3728
GER21 805
GER21 785
GER22 8755
GER22 10875
GER22 8707
GER23 1007
GER23 974
GER23 1047
GER24 658
GER25 3728
GER25 5881
GER25 8755
GER26 8755
GER26 10875
GER26 8707
GER27 2952
GER28 3728
GER29 3728
GER30 3728
GER30 8755
GER30 8707
GER30 5881
GER30 7010
GER31 3728
GER31 2952
GER31 5881
GER33 3728
GER33 8755
GER33 8707
GER33 5881
GER33 7010
GER34 3728
GER34 8755
GER34 8707
GER34 7248
GER34 5881
GER34 7010
GER35 3728
GER38 8755
GER38 2952
GER39 2952
GER40 546
GER40 362
GER40 544
GER40 582
GER40 2952
GER40 8755
GER41 2952
GER41 8755
GER42 805
GER42 892
GER43 3728
GER43 2952
GER43 582
GER43 565
GER43 546
GER44 546
GER44 582
GER44 597
GER44 1007
GER44 715
GER44 2952
GER45 2952
GER45 3728
GER45 1007
GER45 597
GER45 565
GER45 546
GER46 715
GER46 3728
GER46 2952
GER46 1047
GER46 597
GER46 582
GER46 546
GER47 2401
GER47 2952
GER47 546
GER48 2952
GER48 2401
GER48 3728
GER48 715
GER48 1007
GER48 582
GER48 542
GER48 539
GER48 510
GER48 540
GER49 546
GER49 582
GER49 1007
GER49 3728
GER49 2401
GER49 565
SWN0 11313
SWN11 9885
SWN11 10655
SWN22 8268
SWN22 9018
SWN22 10933
SWN22 4570
SWN33 10912
SWN33 10449
SWN33 9885
SWN44 8268
SWN44 9885
SWN44 9754
SWN44 10449
SWN44 10655
SWN44 10874
SWN44 6773
SWN46 10912
SWN47 9885
SWN47 9018
SWN48 6607
SWN49 9885
SWN49 10655
SWN3 11057
SWN3 1755
SWN5 10912
SWN5 9885
SWN6 9885
SWN6 10655
SWN6 10506
SWN8 9018
SWN8 11057
SWN8 7574
SWN8 1755
SWN12 8268
SWN12 9018
SWN12 10933
SWN12 6607
SWN12 4570
SWN14 9885
SWN16 9885
SWN17 10912
SWN17 9885
SWN17 10506
SWN18 9885
SWN19 9885
SWN19 10655
SWN19 9018
SWN20 517
SWN20 10912
SWN20 9885
SWN21 9885
SWN21 10874
SWN21 10912
SWN23 9885
SWN25 803
SWN25 517
SWN25 9885
SWN25 10912
SWN25 11701
SWN26 10912
SWN26 10655
SWN27 9885
SWN27 10874
SWN28 10912
SWN29 10912
SWN30 10912
SWN30 10655
SWN30 9885
SWN30 10449
SWN31 10937
SWN32 10912
SWN32 10655
SWN32 9885
SWN34 9885
SWN34 10506
SWN34 10655
SWN35 10556
SWN37 10912
SWN38 6773
SWN38 9018
SWN38 9885
SWN38 10655
SWN39 9885
SWN40 10912
SWN42 9885
SWN42 10449
SWN43 9885
SWN45 10655
SWN45 9885
SWN45 10449
SWN45 10874
