pt_graph LE_MET_level6
4038 8
3534 8
4102 8
3983 8
3882 8
3732 8
3845 8
4260 8
3896 8
3396 8
3622 8
3742 8
3891 8
3673 8
3901 8
3667 8
3846 8
3399 8
3563 8
3522 8
3540 8
4147 8
4251 8
4097 8
4110 8
3969 8
4278 8
4188 8
4161 8
4349 8
4766 8
4316 8
4353 8
4206 8
3770 8
4735 8
4923 8
4767 8
4286 8
4388 8
3883 8
4126 8
4081 8
4378 8
4253 8
4393 8
4778 8
5024 8
4576 8
4193 8
4846 8
5215 8
4954 8
4501 8
3826 8
3616 8
3910 8
4020 8
4879 8
5140 8
5508 8
5161 8
5260 8
5587 8
5558 8
4790 8
4593 8
4370 8
5500 8
5266 8
436 20
451 20
415 20
396 20
450 20
474 20
411 20
470 20
395 20
335 20
303 20
341 20
314 20
526 20
557 20
493 20
521 20
500 20
468 20
454 20
507 20
