pt_graph LE_MET_level6
10639 8
10531 8
10501 8
10340 8
10252 8
10274 8
10823 8
10850 8
10332 8
10365 8
10421 8
10418 8
10513 8
8997 8
9099 8
9053 8
8918 8
8829 8
8664 8
8500 8
8475 8
8560 8
8694 8
8784 8
8890 8
10518 8
10436 8
10382 8
10224 8
10145 8
10165 8
10455 8
11122 8
12086 8
11068 8
11075 8
10093 8
10242 8
10254 8
9971 8
9544 8
9717 8
8945 8
9222 8
9316 8
9221 8
9184 8
9143 8
8957 8
8832 8
9097 8
9200 8
9023 8
9175 8
8971 8
9154 8
9303 8
9046 8
9069 8
9335 8
9497 8
9599 8
9688 8
9507 8
9481 8
9342 8
9685 8
9666 8
9660 8
9801 8
9922 8
10112 8
10374 8
10222 8
10164 8
10056 8
9808 8
9670 8
9748 8
9735 8
9741 8
9404 8
9993 8
9821 8
9946 8
9966 8
9746 8
9826 8
9916 8
9822 8
9766 8
9394 8
9572 8
