pt_graph LE_MET_level6
3846 8
4501 8
4260 8
3725 8
4467 8
4402 8
3826 8
3285 8
3563 8
3239 8
3910 8
3328 8
4097 8
3396 8
3399 8
3742 8
3534 8
8605 17
8816 17
4606 8
4576 8
4052 8
3966 8
4691 8
3996 8
3732 8
3667 8
4923 8
4048 8
3881 8
4394 8
4767 8
5141 8
4370 8
4532 8
4011 8
4636 8
4790 8
4316 8
4072 8
5037 8
4861 8
5391 8
4525 8
8897 15
8872 15
8899 15
8873 15
8030 17
7711 17
6655 17
6222 17
6079 17
6326 17
6562 17
3328 17
7062 17
7209 17
7350 17
7045 17
6715 17
6293 17
8796 17
8958 17
8871 17
8815 17
8828 17
