pt_graph LE_MET_level6
523 8
548 8
529 8
551 8
527 8
486 8
576 8
570 8
590 8
8441 8
8507 8
8640 8
8726 8
8844 8
8756 8
8681 8
8543 8
8428 8
8438 8
8516 8
8602 8
8805 8
8962 8
9080 8
8857 8
8753 8
8486 8
8552 8
8625 8
8788 8
9065 8
8594 8
8465 8
8536 8
8367 8
8402 8
8704 8
8336 8
8386 8
8404 8
7190 8
7461 8
7553 8
7713 8
7711 8
7817 8
8008 8
8605 8
8783 8
8351 8
8653 8
8572 8
8487 8
8502 8
8831 8
8090 8
7946 8
8139 8
8407 8
5837 8
5671 8
5500 8
5024 8
4790 8
4605 8
4188 8
4081 8
4278 8
4576 8
4402 8
4020 8
4251 8
4193 8
4126 8
3969 8
4229 8
4454 8
4593 8
3702 8
4260 8
4393 8
4606 8
4664 8
4766 8
4706 8
4375 8
3475 8
4353 8
4394 8
2979 8
8267 8
8898 8
8787 8
8690 8
8467 8
8791 8
8314 8
8520 8
8604 8
8482 8
8392 8
8698 8
8895 8
8590 8
8455 8
8509 8
8491 8
8346 8
8383 8
8880 8
8944 8
8909 8
