pt_graph LE_MET_level6
10117 8
9971 8
9874 8
9799 8
9570 8
10603 8
10867 8
10873 8
10881 8
10899 8
10901 8
10918 8
10913 8
10914 8
10902 8
10897 8
10926 8
10962 8
10909 8
10920 8
10924 8
10963 8
10916 8
10941 8
10966 8
10986 8
10988 8
10993 8
11008 8
12086 8
11122 8
10609 8
11045 8
11051 8
11056 8
11060 8
11068 8
10868 8
10878 8
10907 8
10925 8
10948 8
10942 8
10961 8
10968 8
10953 8
10959 8
10958 8
10964 8
10923 8
10980 8
10975 8
10969 8
9190 8
8970 8
8980 8
9075 8
8875 8
8765 8
8685 8
8684 8
8817 8
8987 8
9112 8
11028 8
11037 8
11220 8
11242 8
