pt_graph LE_MET_level6
8788 8
9010 8
9257 8
9049 8
8964 8
8941 8
8709 8
8844 8
8627 8
8480 8
8575 8
8758 8
8615 8
8482 8
8622 8
8726 8
8898 8
8681 8
8467 8
8376 8
8474 8
8631 8
8856 8
8686 8
8547 8
8704 8
8944 8
9429 8
9371 8
9401 8
9382 8
9118 8
9210 8
9136 8
9028 8
8783 8
8998 8
8666 8
8589 8
8567 8
8644 8
8753 8
8840 8
8983 8
9027 8
8873 8
8831 8
8929 8
9114 8
8604 8
8715 8
8773 8
9278 8
9158 8
9111 8
8876 8
8448 8
8353 8
8517 8
8617 8
8442 8
8322 8
8150 8
8932 8
8677 8
8736 8
8883 8
8840 17
8780 17
8941 17
8791 17
8873 17
8963 17
8893 17
8992 17
8904 17
9031 17
8836 17
8857 17
8805 17
9144 17
9010 17
8594 17
8753 17
8788 17
8880 17
9206 17
8940 17
8668 17
8799 17
8871 17
8983 17
8814 17
9013 17
8816 17
8678 17
8727 17
8775 17
8899 17
8962 17
8431 17
8855 17
10959 8
10993 8
