pt_graph LE_MET_level6
10904 17
10897 17
10887 17
10330 17
10327 17
10603 17
10015 17
9913 17
10016 17
10055 17
10017 17
9786 17
10872 17
9746 17
9660 17
9627 17
10176 17
9780 17
9753 17
9533 17
9326 17
9486 17
9311 17
9465 17
9562 17
9599 17
9521 17
9334 17
9200 17
8966 17
9069 17
8905 17
8849 17
8837 17
8770 17
8667 17
8599 17
8676 17
8766 17
8573 17
8475 17
8512 17
8579 17
8569 17
8443 17
8499 17
8500 17
8470 17
8409 17
8378 17
8284 17
8198 17
8123 17
8004 17
8112 17
10898 17
10919 17
9763 17
8261 17
8149 17
8235 17
8995 17
8827 17
8951 17
8961 17
8874 17
