pt_graph LE_MET_level6
958 15
982 15
898 15
986 13
1333 13
934 13
1442 15
1162 15
1037 15
960 13
958 13
992 15
821 13
832 13
982 13
819 15
886 15
1222 15
915 15
921 15
866 15
819 24
898 13
866 13
915 13
908 13
900 13
840 13
980 13
1123 13
940 13
978 13
1024 13
943 13
886 13
5322 13
897 13
867 13
5246 15
5258 15
1102 13
1037 13
919 13
883 13
1045 13
2647 15
2097 15
1693 15
1217 13
956 15
901 15
950 15
980 15
862 15
840 15
925 15
988 17
886 17
866 17
950 13
956 13
877 13
4880 15
917 13
920 13
1370 15
926 15
881 15
1043 13
1001 13
900 15
831 15
