pt_graph LE_MET_level6
8322 8
8492 8
8288 8
8386 8
8508 8
8403 8
8478 8
10060 8
9643 8
9808 8
8913 8
9412 8
9922 8
10492 8
9904 8
9726 8
9559 8
8890 8
10955 8
10926 8
10920 8
10897 8
10883 8
10887 8
10056 8
9888 8
10058 8
9482 8
9372 8
8522 8
8686 8
8589 8
8728 8
8682 8
8449 8
8437 8
8317 8
10406 8
10892 8
10953 8
10930 8
10959 8
10962 8
10929 8
8936 8
8575 8
8419 8
8394 8
8448 8
8646 8
8553 8
8513 8
8474 8
8562 8
8231 8
8309 8
8233 8
8375 8
8434 8
8631 8
8645 8
8564 8
8692 8
8758 8
8856 8
8914 8
9375 8
9333 8
9128 8
9233 8
9698 8
9158 8
9217 8
9101 8
8442 8
8333 8
8354 8
8620 8
8389 8
8439 8
8551 8
8610 8
8500 8
8771 8
8863 8
9370 8
8985 8
9126 8
9584 8
9749 8
9818 8
9907 8
10942 8
10945 8
10944 8
10961 8
10966 8
10976 8
10968 8
10986 8
10988 8
10918 8
10935 8
10915 8
10972 8
10973 8
10979 8
10949 8
10970 8
10977 8
10958 8
10975 8
10947 8
10943 8
10902 8
10914 8
10934 8
10878 8
10916 8
10936 8
10963 8
279 9
255 9
214 9
243 9
241 9
