pt_graph LE_MET_level6
8899 17
8872 17
8977 17
8712 17
9079 17
8803 17
8902 17
8949 17
8748 17
8893 17
8871 17
10924 8
10905 8
10963 8
10920 8
11008 8
10993 8
10988 8
10994 8
10962 8
10955 8
10926 8
10909 8
10883 8
10844 8
10984 8
11060 8
11068 8
11051 8
10842 8
10854 8
10861 8
10762 8
10786 8
10735 8
8853 8
9070 8
9333 8
9617 8
9435 8
9366 8
9411 8
9354 8
9662 8
9869 8
9510 8
9838 8
9502 8
9375 8
9621 8
9749 8
9191 8
9373 8
9609 8
9741 8
9524 8
9641 8
9556 8
9620 8
9874 8
9818 8
9979 8
9853 8
10174 8
9931 8
10930 11
10918 11
10953 11
10988 11
10899 11
10914 11
10994 11
10993 11
10915 11
10916 11
10913 11
10902 11
10959 11
10893 11
10901 11
