pt_graph LE_MET_level6
10918 8
10935 8
10953 8
10942 8
10899 8
10959 8
10930 8
10881 8
10873 8
10986 8
11010 8
11018 8
10988 8
10607 8
10328 8
10603 8
10400 8
10327 8
10488 8
10062 8
9858 8
10060 8
10254 8
10307 8
9914 8
9717 8
9666 8
9541 8
9439 8
9482 8
9570 8
9748 8
10198 8
10116 8
9808 8
9526 8
9412 8
9556 8
9676 8
9435 8
9496 8
9693 8
9614 8
9354 8
9265 8
9723 8
9922 8
9741 8
9979 8
10112 8
9986 8
9799 8
9766 8
9726 8
9835 8
10093 8
9593 8
9656 8
9698 8
10208 8
10344 8
10358 8
10217 8
10316 8
10377 8
9844 8
9802 8
9721 8
9749 8
10058 8
10439 8
9971 8
10182 8
10242 8
10353 8
10346 8
9975 8
10276 8
10167 8
10388 8
9855 8
10164 8
10151 8
10033 8
10298 8
10460 8
9896 8
10102 8
9580 8
9579 8
10260 8
