pt_graph LE_MET_level6
9724 8
9808 8
9735 8
9916 8
9961 8
10085 8
9993 8
9826 8
9753 8
9581 8
9562 8
9404 8
9311 8
9151 8
8990 8
8746 8
8632 8
8606 8
8664 8
8772 8
8957 8
9023 8
9200 8
9227 8
9089 8
8966 8
9117 8
9497 8
9590 8
9748 8
9622 8
9601 8
9627 8
9929 8
10048 8
9777 8
9922 8
9717 8
9660 8
9513 8
9468 8
9417 8
9858 8
9766 8
9685 8
9801 8
9822 8
9508 8
9236 8
9317 8
10014 8
10055 8
9425 8
9669 8
9544 8
9415 8
9599 8
9447 8
9481 8
9914 8
9572 8
9680 8
10062 8
9763 8
9971 8
9746 8
9787 8
9966 8
9699 8
9975 8
9688 8
9533 8
9597 8
9786 8
9649 8
9326 8
9863 8
9913 8
9486 8
9670 8
9334 8
10058 8
9811 8
9521 8
9874 8
10330 8
10326 8
10608 8
10871 8
10609 8
10018 8
10879 8
10882 8
10867 8
10015 8
10327 8
10017 8
10016 8
10176 8
10328 8
10603 8
