pt_graph LE_MET_level6
8579 8
8745 8
8807 8
8945 8
9099 8
9298 8
9497 8
9447 8
9352 8
9221 8
9143 8
9023 8
8421 8
8470 8
8664 8
8789 8
8922 8
8832 8
8606 8
8476 8
8569 8
8772 8
8848 8
8537 8
8451 8
8710 8
8870 8
8632 8
8527 8
8459 8
8443 8
8499 8
8629 8
8724 8
8829 8
8960 8
9335 8
9481 8
9570 8
9656 8
9806 8
9930 8
10029 8
10170 8
10313 8
10311 8
10276 8
11122 8
12086 8
11045 8
11051 8
11049 8
11046 8
11041 8
11027 8
10995 8
10609 8
10867 8
10889 8
10879 8
10906 8
10927 8
10956 8
11068 8
10887 8
10840 8
10883 8
10844 8
10850 8
10872 8
10607 8
10907 8
10894 8
11193 8
11220 8
11242 8
11047 8
11053 8
11060 8
