pt_graph LE_MET_level6
9572 8
9481 8
9316 8
9184 8
9090 8
8864 8
8960 8
10607 8
10603 8
10327 8
9748 8
9593 8
9482 8
9361 8
9237 8
9129 8
9298 8
9784 8
9757 8
9626 8
9643 8
9904 8
9888 8
10232 8
10266 8
10309 8
10151 8
10119 8
9979 8
9813 8
9666 8
9614 8
9456 8
9365 8
9192 8
9139 8
9293 8
9174 8
9559 8
9431 8
9099 8
9008 8
8878 8
8922 8
9012 8
8829 8
8890 8
9053 8
8945 8
8807 8
8689 8
8629 8
8724 8
8809 8
8997 8
9352 8
9457 8
10330 8
10609 8
10873 8
10867 8
10881 8
10868 8
9723 8
9541 8
9570 8
9799 8
9766 8
9950 8
10062 8
10198 8
10276 8
10242 8
10116 8
10093 8
10307 8
10254 8
10112 8
9844 8
9858 8
9735 8
9660 8
9670 8
9445 8
9372 8
9295 8
8789 8
9006 8
9091 8
9297 8
9331 8
9215 8
9552 8
9874 8
9403 8
9201 8
9102 8
9434 8
9207 8
10889 8
10907 8
10959 8
10953 8
10930 8
10918 8
10899 8
10945 8
10940 8
10915 8
10913 8
10878 8
10902 8
