pt_graph LE_MET_level6
6142 7
6025 7
5907 7
5859 7
5719 7
5919 7
5959 7
6112 7
6268 7
6109 7
6036 7
5879 7
5741 7
5744 7
5890 7
6088 7
6046 7
6087 7
6153 7
5981 7
6050 7
5998 7
5911 7
5899 7
5829 7
5623 7
6200 7
5973 7
5624 7
5611 7
6126 7
6271 7
6331 7
6439 7
6556 7
6675 7
6746 7
6752 7
6686 7
6481 7
6426 7
6593 7
6594 7
6433 7
6229 7
6066 7
5971 7
6062 7
6157 7
6002 7
6093 7
5915 7
6038 7
6086 7
5923 7
5977 7
5971 9
5915 9
6038 9
6086 9
6067 9
5923 9
6002 9
5977 9
6022 7
5906 7
6003 7
5964 7
6063 7
6130 7
6067 7
6243 7
6402 7
6488 7
5579 7
5536 7
5689 7
5680 7
5489 7
5439 7
5600 7
5770 7
5596 7
5870 7
5474 7
5449 7
6160 7
5945 7
5887 7
5822 7
6210 7
5996 7
6032 7
5501 7
5526 7
5636 7
5697 7
6185 7
6312 7
6207 7
6143 7
6196 7
6482 7
6557 7
6471 7
6356 7
6327 7
6367 7
6285 7
6155 7
6273 7
6480 7
6642 7
6653 7
6683 7
6530 7
6483 7
6315 7
6766 7
6707 7
6420 7
6413 7
6501 7
6710 7
6768 7
6815 7
6632 7
6535 7
6657 7
6756 7
6846 7
6734 7
6428 7
6520 7
6578 7
6663 7
6613 7
6886 7
6890 7
6789 7
6794 7
6542 7
6459 7
6553 7
6681 7
6654 7
6816 7
6627 7
6521 7
6338 7
6468 7
6761 7
6398 7
6392 7
6349 7
6410 7
6437 7
6284 7
6839 7
6570 7
6503 7
6359 7
6603 7
6659 7
6146 7
5897 7
6156 7
