pt_graph LE_MET_level6
8623 8
8728 8
8856 8
9073 8
9247 8
9081 8
8982 8
8818 8
8894 8
9061 8
8682 8
8612 8
8600 8
8617 8
8510 8
8643 8
8489 8
8578 8
8283 8
8351 8
8455 8
8171 8
8196 8
8333 8
8400 8
8478 8
8652 8
8564 8
8645 8
8686 8
8696 8
8590 8
8402 8
8364 8
8230 8
8157 8
9239 8
8332 8
8655 8
8575 8
8735 8
8540 8
8442 8
8340 8
8631 8
8563 8
8866 8
9041 8
8833 8
8708 8
8571 8
8572 8
8771 8
8518 8
8419 8
8317 8
8218 8
8313 8
8248 8
8194 8
8369 8
8271 8
8135 8
8174 8
8210 8
8398 8
8644 8
8622 8
8438 8
8236 8
8200 8
8205 8
9114 8
8932 8
8212 8
8056 8
8026 8
7863 8
7711 8
8160 8
8956 8
9097 8
9221 8
9298 8
9222 8
9090 8
8789 8
8689 8
8312 8
8292 8
9316 8
9231 8
8288 8
8267 8
8314 8
7748 8
7664 8
7741 8
9184 8
9046 8
8854 8
8767 8
9328 8
9371 8
9477 8
9621 8
9407 8
9554 8
9673 8
9740 8
9567 8
9575 8
9725 8
9436 8
9353 8
9364 8
9534 8
9626 8
9769 8
9520 8
9303 8
9497 8
9330 8
9688 8
9423 8
9599 8
9717 8
9808 8
9685 8
9914 8
10058 8
10222 8
10349 8
9507 8
9590 8
9521 8
8853 8
9025 8
9158 8
10228 8
10403 8
10576 8
10732 8
10716 8
10744 8
10567 8
10595 8
10614 8
9822 8
9961 8
9966 8
9929 8
9777 8
