pt_graph LE_MET_level6
908 8
980 8
1020 8
943 8
898 8
900 8
942 8
982 8
992 8
953 8
915 8
1043 8
840 8
2259 8
1162 8
1025 8
1266 8
1482 8
1222 8
1066 8
1161 8
1134 8
921 8
866 8
1442 8
1370 8
988 8
2168 8
1873 8
2146 8
2500 8
1833 8
2158 8
1537 8
1939 8
1725 8
1535 8
1956 8
1654 8
1123 8
4691 8
4598 8
4081 8
4724 8
5046 8
4936 8
4525 8
3996 8
4237 8
5170 8
5235 8
5195 8
4882 8
5382 8
5508 8
5349 8
5251 8
4861 8
4492 8
1323 8
1136 8
1152 8
4907 8
4923 8
4193 8
3673 8
3455 8
3725 8
4102 8
3891 8
3826 8
4097 8
3396 8
4278 8
4606 8
4508 8
3431 8
4302 8
4412 8
4530 8
4636 8
4470 8
4293 8
4348 8
2332 8
2234 8
1940 8
4817 8
4634 8
5444 8
8699 8
8841 8
8925 8
9128 8
8714 8
8655 8
8677 8
8781 8
8866 8
9028 8
9229 8
9021 8
8946 8
8749 8
8571 8
5037 8
5325 8
4795 8
4767 8
3983 8
4790 8
5024 8
5215 8
5292 8
5587 8
5188 8
5161 8
4846 8
5266 8
4954 8
4011 8
