pt_graph LE_MET_level6
10342 13
10409 13
10197 13
9943 13
9768 13
9772 13
9636 13
9416 13
9104 13
9133 13
8896 13
8693 13
8572 13
8428 13
8594 13
8787 13
8630 13
8441 13
8320 13
8139 13
8272 13
8299 13
8398 13
8487 13
8804 13
8640 13
8502 13
8583 13
8211 13
8182 13
8267 13
8840 13
9027 13
9374 13
9498 13
9707 13
9549 13
9369 13
8239 13
8369 13
8516 13
8715 13
8552 13
10106 13
9788 13
10500 13
8831 13
8080 8
8267 8
8428 8
8516 8
10445 13
10111 13
9805 13
9196 8
9035 8
8896 8
8751 8
8507 8
8369 8
8438 8
8509 8
8575 8
8425 8
8313 8
8312 8
8482 8
8622 8
