pt_graph LE_MET_level6
10298 8
10208 8
9753 8
9581 8
10488 8
9599 8
9808 8
10058 8
9950 8
9748 8
9874 8
10062 8
10116 8
9914 8
9688 8
9822 8
9929 8
9966 8
9916 8
10085 8
9993 8
9801 8
9971 8
10093 8
10307 8
10338 8
10353 8
10276 8
10439 8
10374 8
10346 8
10226 8
10242 8
10391 8
10358 8
10217 8
9975 8
9858 8
10182 8
9735 8
9821 8
9961 8
10198 8
10388 8
718 8
771 8
703 8
681 8
629 8
1154 8
1333 8
1123 8
1021 8
717 8
687 8
1176 8
1161 8
807 8
776 8
765 8
699 8
677 8
688 8
692 8
665 8
633 8
621 8
644 8
748 8
726 8
695 8
758 8
667 8
787 8
632 8
630 8
659 8
662 8
660 8
624 8
