met_name ogive
0 0.999999930308286
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
0 1
1 0.999999930308286
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
1 1
2 2.25976964768454e-06
2 1.41013638789331e-05
2 8.79895547014986e-05
2 0.000548823892218543
2 0.00341497770850069
2 0.0209356687119669
2 0.117728102864771
2 0.45435195117619
2 0.838609522203591
2 0.970082540287596
2 0.995082177119589
2 0.999208651051219
2 0.999873102040564
2 1
3 1.25815446882756e-10
3 1.96126871380143e-09
3 3.05731526616385e-08
3 4.76588071252167e-07
3 7.4292211301779e-06
3 0.000115797545883847
3 0.0018020608607461
3 0.0273717645254051
3 0.304923875031561
3 0.872424915592882
3 0.990706492016777
3 0.999398590528772
3 0.999961397838015
3 1
4 1.25815446882756e-10
4 1.96126871380143e-09
4 3.05731526616385e-08
4 4.76588071252167e-07
4 7.4292211301779e-06
4 0.000115797545883847
4 0.0018020608607461
4 0.0273717645254051
4 0.304923875031561
4 0.872424915592882
4 0.990706492016777
4 0.999398590528772
4 0.999961397838015
4 1
5 1.25815446882756e-10
5 1.96126871380143e-09
5 3.05731526616385e-08
5 4.76588071252167e-07
5 7.4292211301779e-06
5 0.000115797545883847
5 0.0018020608607461
5 0.0273717645254051
5 0.304923875031561
5 0.872424915592882
5 0.990706492016777
5 0.999398590528772
5 0.999961397838015
5 1
6 0.000601409471228288
6 0.00929350798322286
6 0.127575084407118
6 0.695076124968439
6 0.972628235474595
6 0.998197939139254
6 0.999884202454116
6 0.99999257077887
6 0.999999523411929
6 0.999999969426847
6 0.999999998038731
6 0.999999999874185
6 0.999999999991929
6 1
7 2.25976964768454e-06
7 1.41013638789331e-05
7 8.79895547014986e-05
7 0.000548823892218543
7 0.00341497770850069
7 0.0209356687119669
7 0.117728102864771
7 0.45435195117619
7 0.838609522203591
7 0.970082540287596
7 0.995082177119589
7 0.999208651051219
7 0.999873102040564
7 1
8 2.25976964768454e-06
8 1.41013638789331e-05
8 8.79895547014986e-05
8 0.000548823892218543
8 0.00341497770850069
8 0.0209356687119669
8 0.117728102864771
8 0.45435195117619
8 0.838609522203591
8 0.970082540287596
8 0.995082177119589
8 0.999208651051219
8 0.999873102040564
8 1
9 2.25976964768454e-06
9 1.41013638789331e-05
9 8.79895547014986e-05
9 0.000548823892218543
9 0.00341497770850069
9 0.0209356687119669
9 0.117728102864771
9 0.45435195117619
9 0.838609522203591
9 0.970082540287596
9 0.995082177119589
9 0.999208651051219
9 0.999873102040564
9 1
10 0.000601409471228288
10 0.00929350798322286
10 0.127575084407118
10 0.695076124968439
10 0.972628235474595
10 0.998197939139254
10 0.999884202454116
10 0.99999257077887
10 0.999999523411929
10 0.999999969426847
10 0.999999998038731
10 0.999999999874185
10 0.999999999991929
10 1
11 2.25976964768454e-06
11 1.41013638789331e-05
11 8.79895547014986e-05
11 0.000548823892218543
11 0.00341497770850069
11 0.0209356687119669
11 0.117728102864771
11 0.45435195117619
11 0.838609522203591
11 0.970082540287596
11 0.995082177119589
11 0.999208651051219
11 0.999873102040564
11 1
12 0.000601409471228288
12 0.00929350798322286
12 0.127575084407118
12 0.695076124968439
12 0.972628235474595
12 0.998197939139254
12 0.999884202454116
12 0.99999257077887
12 0.999999523411929
12 0.999999969426847
12 0.999999998038731
12 0.999999999874185
12 0.999999999991929
12 1
13 2.25976964768454e-06
13 1.41013638789331e-05
13 8.79895547014986e-05
13 0.000548823892218543
13 0.00341497770850069
13 0.0209356687119669
13 0.117728102864771
13 0.45435195117619
13 0.838609522203591
13 0.970082540287596
13 0.995082177119589
13 0.999208651051219
13 0.999873102040564
13 1
14 2.25976964768454e-06
14 1.41013638789331e-05
14 8.79895547014986e-05
14 0.000548823892218543
14 0.00341497770850069
14 0.0209356687119669
14 0.117728102864771
14 0.45435195117619
14 0.838609522203591
14 0.970082540287596
14 0.995082177119589
14 0.999208651051219
14 0.999873102040564
14 1
15 0.000601409471228288
15 0.00929350798322286
15 0.127575084407118
15 0.695076124968439
15 0.972628235474595
15 0.998197939139254
15 0.999884202454116
15 0.99999257077887
15 0.999999523411929
15 0.999999969426847
15 0.999999998038731
15 0.999999999874185
15 0.999999999991929
15 1
16 2.25976964768454e-06
16 1.41013638789331e-05
16 8.79895547014986e-05
16 0.000548823892218543
16 0.00341497770850069
16 0.0209356687119669
16 0.117728102864771
16 0.45435195117619
16 0.838609522203591
16 0.970082540287596
16 0.995082177119589
16 0.999208651051219
16 0.999873102040564
16 1
17 0.000601409471228288
17 0.00929350798322286
17 0.127575084407118
17 0.695076124968439
17 0.972628235474595
17 0.998197939139254
17 0.999884202454116
17 0.99999257077887
17 0.999999523411929
17 0.999999969426847
17 0.999999998038731
17 0.999999999874185
17 0.999999999991929
17 1
18 2.25976964768454e-06
18 1.41013638789331e-05
18 8.79895547014986e-05
18 0.000548823892218543
18 0.00341497770850069
18 0.0209356687119669
18 0.117728102864771
18 0.45435195117619
18 0.838609522203591
18 0.970082540287596
18 0.995082177119589
18 0.999208651051219
18 0.999873102040564
18 1
19 2.25976964768454e-06
