met_name ogive
19 1.41013638789331e-05
19 8.79895547014986e-05
19 0.000548823892218543
19 0.00341497770850069
19 0.0209356687119669
19 0.117728102864771
19 0.45435195117619
19 0.838609522203591
19 0.970082540287596
19 0.995082177119589
19 0.999208651051219
19 0.999873102040564
19 1
20 2.25976964768454e-06
20 1.41013638789331e-05
20 8.79895547014986e-05
20 0.000548823892218543
20 0.00341497770850069
20 0.0209356687119669
20 0.117728102864771
20 0.45435195117619
20 0.838609522203591
20 0.970082540287596
20 0.995082177119589
20 0.999208651051219
20 0.999873102040564
20 1
21 2.25976964768454e-06
21 1.41013638789331e-05
21 8.79895547014986e-05
21 0.000548823892218543
21 0.00341497770850069
21 0.0209356687119669
21 0.117728102864771
21 0.45435195117619
21 0.838609522203591
21 0.970082540287596
21 0.995082177119589
21 0.999208651051219
21 0.999873102040564
21 1
22 2.25976964768454e-06
22 1.41013638789331e-05
22 8.79895547014986e-05
22 0.000548823892218543
22 0.00341497770850069
22 0.0209356687119669
22 0.117728102864771
22 0.45435195117619
22 0.838609522203591
22 0.970082540287596
22 0.995082177119589
22 0.999208651051219
22 0.999873102040564
22 1
23 2.25976964768454e-06
23 1.41013638789331e-05
23 8.79895547014986e-05
23 0.000548823892218543
23 0.00341497770850069
23 0.0209356687119669
23 0.117728102864771
23 0.45435195117619
23 0.838609522203591
23 0.970082540287596
23 0.995082177119589
23 0.999208651051219
23 0.999873102040564
23 1
24 0.999999930308286
24 1
24 1
24 1
24 1
24 1
24 1
24 1
24 1
24 1
24 1
24 1
24 1
24 1
25 2.25976964768454e-06
25 1.41013638789331e-05
25 8.79895547014986e-05
25 0.000548823892218543
25 0.00341497770850069
25 0.0209356687119669
25 0.117728102864771
25 0.45435195117619
25 0.838609522203591
25 0.970082540287596
25 0.995082177119589
25 0.999208651051219
25 0.999873102040564
25 1
26 0.999999930308286
26 1
26 1
26 1
26 1
26 1
26 1
26 1
26 1
26 1
26 1
26 1
26 1
26 1
27 2.25976964768454e-06
27 1.41013638789331e-05
27 8.79895547014986e-05
27 0.000548823892218543
27 0.00341497770850069
27 0.0209356687119669
27 0.117728102864771
27 0.45435195117619
27 0.838609522203591
27 0.970082540287596
27 0.995082177119589
27 0.999208651051219
27 0.999873102040564
27 1
28 2.25976964768454e-06
28 1.41013638789331e-05
28 8.79895547014986e-05
28 0.000548823892218543
28 0.00341497770850069
28 0.0209356687119669
28 0.117728102864771
28 0.45435195117619
28 0.838609522203591
28 0.970082540287596
28 0.995082177119589
28 0.999208651051219
28 0.999873102040564
28 1
29 2.25976964768454e-06
29 1.41013638789331e-05
29 8.79895547014986e-05
29 0.000548823892218543
29 0.00341497770850069
29 0.0209356687119669
29 0.117728102864771
29 0.45435195117619
29 0.838609522203591
29 0.970082540287596
29 0.995082177119589
29 0.999208651051219
29 0.999873102040564
29 1
