pop beta.nb_indiv
0 0
1 0
2 0.00326
3 0.68576
4 0.03016
5 0
6 0
7 0.34882
8 0.62221
9 3.52671
10 0.62082
11 0.44435
12 0.54535
13 1.29701
14 0.65913
15 0.08209
16 0.13153
17 0.08002
18 0
19 0.04945
20 0.02193
21 9.63923
22 1.18085
23 10.35624
24 0.2525
25 3.46229
26 5.37598
27 10.32697
28 39.01606
29 7.2055
30 0
31 0
32 0
33 0
