pt_graph landings
10908 8550
10911 8550
10921 8550
10950 8550
10981 8550
10910 8550
10952 8550
10886 8550
10982 8550
10888 8550
10896 8550
10877 8550
10931 8550
11034 3839
11009 3839
11038 3839
10954 9416
10892 9416
10920 9416
10887 9416
10883 9416
10924 9416
10909 9416
10900 9416
10928 9416
10996 9416
10926 9416
10905 9416
10989 9416
10990 9416
10963 9416
10951 9416
10897 9416
10885 9416
10955 9416
10984 9416
11072 83777
11701 66060
11258 66060
11257 66060
11646 66060
10874 1742
10875 1742
10876 1742
10959 1742
10878 1742
10961 1742
10880 1742
10936 1742
10922 1742
10965 1742
10966 1742
10967 1742
10968 1742
10969 1742
10970 1742
10929 1742
10930 1742
10891 1742
10934 1742
10893 1742
10949 1742
10977 1742
10938 1742
10939 1742
10940 1742
10899 1742
10942 1742
10901 1742
10902 1742
10945 1742
10904 1742
10947 1742
10948 1742
10962 1742
10976 1742
10993 1742
10994 1742
10953 1742
10916 1742
10913 1742
10914 1742
10915 1742
10935 1742
10972 1742
10918 1742
10975 1742
10980 1742
10971 1742
10941 1742
10979 1742
10943 1742
10986 1742
10997 1742
10988 1742
10944 1742
10973 1742
10946 1742
10999 1742
11001 33894
11008 33894
11122 235123
12086 999
13626 5592
10327 2105
10015 2105
10331 2105
10603 2105
9885 2105
10608 2105
10609 2105
10017 2105
10018 2105
10019 2105
10326 2105
10866 2105
10867 2105
10330 2105
10869 2105
10871 2105
10604 2105
10873 2105
10923 164
10895 164
10882 164
10978 164
10964 164
10906 164
10881 164
10898 164
10927 164
10956 164
10925 164
10958 164
10917 164
10879 164
10919 164
10907 164
10894 164
10992 164
10884 164
10998 164
10995 164
10983 164
10960 164
10889 164
11000 164
10957 164
10991 164
10985 164
11002 19
11003 19
11005 19
11006 19
11047 19
11004 19
11049 19
11010 19
11011 19
11012 19
11013 19
11014 19
11015 19
11016 19
11017 19
11018 19
11019 19
11020 19
11021 19
11022 19
11023 19
11024 19
11025 19
11026 19
11027 19
11028 19
11029 19
11030 19
11031 19
11032 19
11033 19
11075 19
11035 19
11036 19
11037 19
11079 19
11039 19
11040 19
11041 19
11042 19
11043 19
11044 19
11045 19
11046 19
11061 19
11048 19
11063 19
11050 19
11051 19
11052 19
11053 19
11054 19
11055 19
11056 19
11058 19
11059 19
11060 19
11074 19
11062 19
11076 19
11064 19
11065 19
11066 19
11067 19
11068 19
11069 19
11070 19
11071 19
11080 19
11073 19
11078 19
11077 19
11082 19
11081 19
11083 87
11084 87
11085 87
11086 87
11087 87
11088 87
11089 87
11090 87
11091 87
11092 87
11094 87
11095 87
11096 87
11097 87
11098 87
11099 87
11100 87
11101 87
11102 87
11103 87
11104 87
11105 87
11106 87
11107 87
11108 87
11109 87
11110 87
11111 87
11112 87
11113 87
11118 87
10937 675
10912 675
10890 675
10903 675
11007 1060
11114 0
11116 0
11117 0
11121 0
11136 0
11137 0
11125 0
11126 0
11127 0
11128 0
11129 0
11130 0
11131 0
11132 0
11133 0
11134 0
11135 0
11149 0
11141 0
11138 0
11139 0
11140 0
11145 0
11142 0
11143 0
11144 0
11146 0
11147 0
11148 0
11150 1
11151 1
11152 1
11153 1
11154 1
11155 1
11156 1
11157 1
11158 1
11159 1
11160 1
11161 1
11162 1
11163 1
11164 1
11165 1
11166 1
11167 1
11168 1
11169 1
11170 1
11171 1
11172 1
11173 1
11174 1
11175 1
11176 1
11177 1
11178 1
11179 1
11180 1
11181 1
11182 1
11183 1
11184 1
11185 1
11186 1
11187 1
11188 1
11189 1
11190 1
11191 1
11192 1
11193 1
11194 1
11195 1
11197 1
11198 1
11199 1
11200 1
11201 1
11345 1
11203 1
11204 1
11205 1
11206 1
11634 1
11208 1
11209 1
11210 1
11211 1
11212 1
11213 1
11214 1
11363 1
11216 1
11217 1
11218 1
11219 1
11220 1
11221 1
11421 1
11223 1
11224 1
11225 1
11226 1
11656 1
11228 1
11379 1
11230 1
11231 1
11662 1
11233 1
11234 1
11235 1
11236 1
11667 1
11238 1
11239 1
11240 1
11808 1
11242 1
11944 1
11244 1
11245 1
11246 1
11247 1
11248 1
11249 1
11250 1
11547 1
11954 1
11253 1
11688 1
11411 1
11823 1
11259 1
11260 1
11693 1
11262 1
11695 1
11317 1
11265 1
11266 1
11268 1
11322 1
11270 1
11272 1
11704 1
11429 1
11275 1
11276 1
11277 1
11278 1
11279 1
11281 1
11576 1
11285 1
11286 1
11290 1
11291 1
11718 1
11719 1
11294 1
11445 1
11858 1
11297 1
11298 1
11588 1
11301 1
11302 1
11729 1
11304 1
11457 1
11306 1
11307 1
11309 1
11310 1
11737 1
11464 1
11314 1
11370 1
11875 1
11319 1
11320 1
11469 1
11375 1
11326 1
11327 1
11328 1
11329 1
11330 1
11797 1
11753 1
11480 1
11334 1
11530 1
11759 1
11338 1
11340 1
11343 1
11488 1
11490 1
11346 1
11492 1
11900 1
11351 1
11352 1
11771 1
11355 1
11356 1
11357 1
11503 1
11359 1
11361 1
11778 1
11507 1
11781 1
11366 1
11417 1
11369 1
11419 1
11512 1
11560 1
11788 1
11515 1
11606 1
11790 1
11521 1
11658 1
11475 1
11381 1
11570 1
11383 1
11663 1
11385 1
11710 1
11936 1
11391 1
11393 1
11940 1
11670 1
11809 1
11673 1
11398 1
11399 1
11949 1
11401 1
11679 1
11404 1
11405 1
11500 1
11905 1
11821 1
11410 1
11550 1
12005 1
11414 1
11555 1
11509 1
11418 1
11465 1
11964 1
11830 1
11834 1
11697 1
11713 1
11838 1
11427 1
11428 1
11839 1
11975 1
11885 1
11845 1
11932 1
11434 1
11889 1
11664 1
11437 1
11681 1
11439 1
11985 1
11717 1
11443 1
11444 1
11584 1
11585 1
11447 1
11770 1
11814 1
11863 1
11546 1
11484 1
11456 1
11594 1
11730 1
11866 1
12006 1
11508 1
11913 1
11556 1
11918 1
11873 1
11529 1
11635 1
11589 1
11485 1
11486 1
11881 1
11882 1
11611 1
11746 1
11766 1
11706 1
11707 1
11617 1
11901 1
11625 1
11544 1
11627 1
11638 1
11582 1
11626 1
11494 1
11896 1
11976 1
11630 1
11624 1
11950 1
11532 1
11533 1
11538 1
11565 1
11943 1
11990 1
11817 1
11811 1
11961 1
11623 1
11620 1
12027 89
12060 89
12157 89
12159 89
12028 89
12113 89
12213 89
12031 89
12019 89
12114 89
12343 89
12221 89
12119 89
12145 89
12111 89
12135 89
12038 89
12018 89
12068 89
12155 89
12117 89
12047 89
12037 89
12045 89
12065 89
12100 89
12118 89
12053 89
12087 89
13627 23638
11123 2
11282 0
11425 0
11605 0
11331 0
11324 0
11374 0
11372 0
11467 0
11252 0
11412 0
11471 0
11462 0
11269 0
11311 0
11364 0
11318 0
11368 0
11922 0
11390 0
11470 0
11335 0
11256 0
11241 0
11380 0
11476 0
11524 0
11478 0
11433 0
11448 0
11299 0
11482 0
11251 0
11592 0
11504 0
11227 0
11459 0
11215 0
11552 0
11461 0
11463 0
11510 0
11222 0
11371 0
11513 0
11422 0
11562 0
11924 0
11686 0
11837 0
11378 0
11274 0
11567 0
11430 0
11382 0
11479 0
11384 0
11979 0
11386 0
11436 0
11516 0
11699 0
11807 0
11440 0
11581 0
11243 0
11583 0
11295 0
11400 0
11993 0
11354 0
11450 0
11452 0
11406 0
11407 0
11303 0
11505 0
11822 0
11869 0
11732 0
11415 0
11871 0
11557 0
11264 0
11965 0
11604 0
11741 0
11698 0
11607 0
11743 0
11745 0
11229 0
11612 0
11613 0
11750 0
11477 0
11573 0
11333 0
11435 0
11755 0
11577 0
11438 0
11851 0
11487 0
11344 0
11202 0
11491 0
11347 0
11348 0
11812 0
11587 0
11496 0
11499 0
11590 0
11502 0
11358 0
11639 0
11640 0
11506 0
11641 0
11735 0
11644 0
11365 0
11648 0
11739 0
11263 0
11831 0
11653 0
11373 0
11668 0
11376 0
11426 0
11522 0
11273 0
11660 0
11661 0
11616 0
11799 0
11754 0
11935 0
11666 0
11237 0
11819 0
11534 0
11535 0
11672 0
11397 0
11675 0
11540 0
11296 0
11541 0
11403 0
11680 0
11636 0
11682 0
11742 0
12000 0
11409 0
11957 0
11566 0
11911 0
11691 0
11826 0
11261 0
11784 0
11511 0
11575 0
11966 0
11981 0
11578 0
11878 0
11880 0
11580 0
11292 0
11705 0
11431 0
11232 0
11708 0
11332 0
11207 0
11726 0
11727 0
11637 0
11760 0
11716 0
11305 0
11941 0
11293 0
11629 0
11676 0
11722 0
11495 0
11527 0
11888 0
11558 0
11787 0
11774 0
11776 0
11520 0
11907 0
11763 0
11870 0
11598 0
11692 0
12010 0
11446 0
11633 0
11902 0
11757 0
11336 0
11805 0
11669 0
11843 0
11852 0
11628 0
11884 0
11887 0
11798 0
11827 0
11432 0
11850 0
11861 0
11953 0
11804 0
11643 0
11897 0
11946 0
11395 0
11568 0
11992 0
11780 0
11977 0
11451 0
11890 0
11844 0
11803 0
11806 0
11396 0
11995 0
11895 0
11721 0
11841 0
11986 0
12514 2
12093 2
12191 2
12094 2
12282 2
12322 2
12175 2
12234 2
12323 2
12091 2
12079 2
12217 2
12132 2
12237 2
12056 2
12361 2
12224 2
12036 2
12243 2
12422 2
12376 2
12057 2
12108 2
12133 2
12080 2
12265 2
12463 2
12341 2
12041 2
12185 2
12033 2
12077 2
12130 2
12105 2
12026 2
12164 2
12378 2
12035 2
12115 2
12039 2
12470 2
12146 2
12150 2
12032 2
12160 2
12029 2
13621 12520
