pop beta.nb_indiv
1 0
2 0
3 0.47511
4 0
5 0
6 0
7 0
8 0.08599
9 0.04768
10 0.81244
11 -0.07131
12 0.09971
13 0.27142
14 0.23183
15 0.0194
16 -0.11935
17 0
18 0
20 0.001
21 1.3066
22 0.41541
23 1.6815
24 0.00011
25 1.27336
26 3.12133
27 -1.06978
28 0.7461
29 0.26705
31 0
33 0
