1 0.0663 0.0004 0 0 0 0 0 0 0 0
0 0.6268 0.0155 0 0 0 0 0 0 0 0
0 0.3037 0.21105 0.0003 0 0 0 0 0 0 0
0 0.0032 0.4293 0.0156 0 0 0 0 0 0 0
0 0 0.31105 0.2192 0.0014 0 0 0 0 0 0
0 0 0.0327 0.5576 0.09015 0.0003 0 0 0 0 0
0 0 0 0.20605 0.63475 0.0917 0.0011 0 0 0 0
0 0 0 0.00125 0.2734 0.83605 0.37475 0.02885 0.00015 0 0
0 0 0 0 0.0003 0.07195 0.62415 0.97105 0.9962 0.92705 0.62665
0 0 0 0 0 0 0 0.0001 0.00365 0.07295 0.37335
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0
