stock  init_weight_per_szgroup
10 0.07209344
10 0.1437922
10 0.252768
10 0.4072447
10 0.6155772
10 0.886234
10 1.227784
10 1.648888
10 2.158285
10 2.764794
10 3.477301
11 0.001169718
11 0.009133457
11 0.03039106
11 0.07131635
11 0.1382061
11 0.2373011
11 0.3747977
11 0.5568562
11 0.7896057
11 1.079149
11 1.431563
11 1.852907
11 2.349218
11 2.926516
12 0.001485074
12 0.01053658
12 0.0331493
12 0.07475689
12 0.1404742
12 0.2351939
12 0.3636396
12 0.5303992
12 0.7399473
12 0.9966624
12 1.304839
12 1.668697
12 2.092392
12 2.580018
13 0.000987589
13 0.007505679
13 0.0245829
13 0.05704319
13 0.1095879
13 0.1868301
13 0.2933142
13 0.4335284
13 0.6119132
13 0.8328681
13 1.100756
13 1.419909
13 1.794628
13 2.229189
14 0.000987589
14 0.007505679
14 0.0245829
14 0.05704319
14 0.1095879
14 0.1868301
14 0.2933142
14 0.4335284
14 0.6119132
14 0.8328681
14 1.100756
14 1.419909
14 1.794628
14 2.229189
15 0.001242717
15 0.009750645
15 0.03253693
15 0.07650582
15 0.1484947
15 0.2552923
15 0.4036487
15 0.6002824
15 0.8518849
15 1.165124
15 1.546647
15 2.003083
15 2.541042
15 3.167121
16 0.0002510508
16 0.002507155
16 0.009633946
16 0.02503807
16 0.0525221
16 0.0962108
16 0.1605045
16 0.2500463
16 0.3696977
16 0.5245195
16 0.7197561
16 0.960823
16 1.253296
16 1.602901
17 0.0005980432
17 0.005849534
17 0.02220555
17 0.05721501
17 0.1192186
17 0.2171952
17 0.3606659
17 0.559627
17 0.8244996
17 1.166091
17 1.595565
17 2.124413
17 2.764434
17 3.527718
18 0.0008205154
18 0.007128519
18 0.02524805
18 0.06193153
18 0.124215
18 0.2193514
18 0.3547705
18 0.5380522
18 0.7769071
18 1.079162
18 1.452749
18 1.905693
18 2.44611
18 3.082195
19 0.0008205154
19 0.007128519
19 0.02524805
19 0.06193153
19 0.124215
19 0.2193514
19 0.3547705
19 0.5380522
19 0.7769071
19 1.079162
19 1.452749
19 1.905693
19 2.44611
19 3.082195
20 0.0008310152
20 0.006712949
20 0.02278518
20 0.05422727
20 0.106244
20 0.1840589
20 0.2929102
20 0.4380485
20 0.6247351
20 0.8582404
20 1.143843
20 1.48683
20 1.892493
20 2.366131
21 0.001139582
21 0.00969677
21 0.03392915
21 0.08251041
21 0.1643856
21 0.2887052
21 0.4647863
21 0.7020861
21 1.010184
21 1.398767
21 1.877619
21 2.45661
21 3.145694
21 3.954895
22 0.001279926
22 0.01034427
22 0.03512063
22 0.0836017
22 0.1638211
22 0.2838425
22 0.4517539
22 0.6756632
22 0.9636954
22 1.323991
22 1.764702
22 2.293996
22 2.920047
22 3.651044
23 0.001279926
23 0.01034427
23 0.03512063
23 0.0836017
23 0.1638211
23 0.2838425
23 0.4517539
23 0.6756632
23 0.9636954
23 1.323991
23 1.764702
23 2.293996
23 2.920047
23 3.651044
24 0.001279926
24 0.01034427
24 0.03512063
24 0.0836017
24 0.1638211
24 0.2838425
24 0.4517539
24 0.6756632
24 0.9636954
24 1.323991
24 1.764702
24 2.293996
24 2.920047
24 3.651044
25 0.000982741
25 0.009029732
25 0.03304697
25 0.082968
25 0.1694351
25 0.3036459
25 0.4972603
25 0.762336
25 1.111282
25 1.556822
25 2.111968
25 2.789994
25 3.604417
25 4.568983
26 0.01034119
26 0.08836054
26 0.309928
26 0.7549987
26 1.5062
26 2.648187
26 4.267258
26 6.451104
26 9.288617
26 12.86976
26 17.28546
26 22.62749
26 28.98846
26 36.46169
27 0.001279926
27 0.01034427
27 0.03512063
27 0.0836017
27 0.1638211
27 0.2838425
27 0.4517539
27 0.6756632
27 0.9636954
27 1.323991
27 1.764702
27 2.293996
27 2.920047
27 3.651044
28 0.004970176
28 0.03666412
28 0.1180082
28 0.2704648
28 0.5146385
28 0.8705261
28 1.357655
28 1.995171
28 2.801902
28 3.796398
28 4.996971
28 6.421719
28 8.088546
28 10.01518
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
29 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
30 0
