pop beta.nb_indiv
1 32626.44287
2 0
3 3.75577
4 0
5 0
6 0
7 0
8 4491.72637
9 0
10 2.48353
11 1554.78152
12 0
13 259.81681
14 0
15 0
16 0
17 0
18 0
20 35419.38568
21 0
22 0
23 1547.91236
24 0
25 10892.31707
26 0
27 0
28 0
29 0
31 3703.01949
33 0.11581
