pop beta.nb_indiv
0 -316.31268
1 44495.64895
2 0
3 2.52316
4 0
5 -2.44583
6 0
7 -104.18746
8 0
9 0
10 47.57358
11 474.61309
12 0
13 -74239.85795
14 0
15 0
16 0
17 0
18 0
19 0
20 -7243.68354
21 680.46633
22 0
23 0
24 0
25 0
26 0
27 0
28 0
29 0
30 29381.06042
31 -987.491
32 -0.7154
33 -0.10681
