pop beta.nb_indiv
1 0
2 0.0074
3 0.39285
4 0.01688
5 0
6 0
7 0.22923
8 0.52706
9 1.29337
10 0.37744
11 0.66209
12 0.79219
13 0.38782
14 0.4387
15 0.42883
16 0.21552
17 0
18 0
20 1.26597
21 4.56481
22 2.56161
23 5.31898
24 0.34919
25 1.09922
26 2.66005
27 13.68062
28 9.2951
29 12.82058
31 0
33 0
