pop beta.nb_indiv
1 0
2 1.7507
3 -1.97045
4 1.46533
5 0
6 -0.11448
7 -0.13237
8 20.09107
9 -0.24333
10 -1.28445
11 2.49643
12 -56.11169
13 0.47425
14 -0.0084
15 0
16 117.08429
17 -6.70198
18 5.77128
20 -13.69109
21 -7.39145
22 1018.78407
23 21.16334
24 43.47422
25 -0.76897
26 -1.09105
27 -688.92064
28 196836.53145
29 2781.6142
31 0
33 0
