pop beta.nb_indiv
1 0
2 5.02842
3 0.68127
4 0.3024
5 0
6 0.16626
7 1.2716
8 15.18735
9 2.87243
10 0.54343
11 1.17361
12 36.38252
13 0.65442
14 0.97044
15 0
16 19.59829
17 3.95156
18 5.06973
20 22.99164
21 1.98898
22 457.34261
23 4.94155
24 40.73988
25 1.29177
26 3.79026
27 369.50736
28 257195.70924
29 725.88806
31 0
33 0
