0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0.003 0 0 0 0 0 0 0 0 0 0 0 0 0
0.135 0.012 0 0 0 0 0 0 0 0 0 0 0 0
0.593 0.502 0.075 0 0 0 0 0 0 0 0 0 0 0
0.26 0.476 0.726 0.214 0.002 0 0 0 0 0 0 0 0 0
0.01 0.01 0.198 0.749 0.521 0.031 0 0 0 0 0 0 0 0
0 0 0.001 0.036 0.476 0.938 0.231 0 0 0 0 0 0 0
0 0 0 0 0.001 0.03 0.769 0.92 0.007 0 0 0 0 0
0 0 0 0 0 0 0 0.08 0.993 0.258 0 0 0 0
0 0 0 0 0 0 0 0 0 0.742 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
0 0 0 0 0 0 0 0 0 0 0 0 0 0
