pop beta.nb_indiv
1 0
2 0
3 0.22155
4 0
5 0
6 0
7 0
8 0.02636
9 0.10111
10 0.20169
11 0.01941
12 0.02346
13 0.37025
14 0.11263
15 0.0024
16 0.02383
17 0
18 0
20 0.00519
21 0.14935
22 0.04934
23 0.15226
24 0.00593
25 0.33897
26 0.20689
27 0.48292
28 0.86608
29 0.23447
31 0
33 0
