0.9929501 0.0070499 0 0 0 0 0 0 0 0 0
0 0.9961089 0.0038911 0 0 0 0 0 0 0 0
0 0.988105 0.011895 0 0 0 0 0 0 0 0
0 0.9476584 0.0523416 0 0 0 0 0 0 0 0
0 0.6814897 0.3185103 0 0 0 0 0 0 0 0
0 0.1185357 0.8811737 0.0002905 0 0 0 0 0 0 0
0 0.0043735 0.9897223 0.0059042 0 0 0 0 0 0 0
0 0 0.9464876 0.0535124 0 0 0 0 0 0 0
0 0 0.7773966 0.2224128 0.0001906 0 0 0 0 0 0
0 0 0.383821 0.6125645 0.0036145 0 0 0 0 0 0
0 0 0.0609303 0.8999851 0.0390846 0 0 0 0 0 0
0 0 0.0023975 0.745489 0.2508517 0.0012618 0 0 0 0 0
0 0 0 0.2914812 0.6820205 0.0264983 0 0 0 0 0
0 0 0 0.0017011 0.0849613 0.1505321 0.1525611 0.1525611 0.1525611 0.1525611 0.1525611
