pop beta.nb_indiv
0 0
1 0
2 0.02916
3 0.7072
4 0
5 0
6 0
7 0
8 0.0405
9 0.22478
10 0.24677
11 0.01829
12 0.03114
13 0.06092
14 0.22304
15 0.00186
16 0.00616
17 0
18 0
19 0.06544
20 0.0032
21 0.14364
22 0.00857
23 0.26145
24 0.04188
25 0.08309
26 0.15818
27 0.18442
28 0.89218
29 0.09517
30 0
31 0
32 0
33 0
