pop beta.nb_indiv
0 0
1 0
2 0.01269
3 0.25682
4 1.06286
5 0.0525
6 0.43179
7 3.61798
8 12.08838
9 6.30887
10 0.82812
11 0.15319
12 13.03601
13 3.96267
14 0.72846
15 0
16 3.61344
17 0
18 0
19 0.04941
20 0.02371
21 13.81495
22 100.38634
23 26.46025
24 36.37147
25 34.15581
26 304.94709
27 273.42538
28 1314.19788
29 584.99931
30 0
31 0
32 0
33 0
