pop beta.nb_indiv
1 0
2 -0.01484
3 0.35818
4 0.01357
5 0
6 0
7 -0.58188
8 -0.90947
9 -0.10815
10 1.70136
11 -1.88364
12 -1.16915
13 -0.54311
14 -0.21192
15 5.5913
16 -0.42484
17 0
18 0
20 -1.10892
21 30.46669
22 -9.87026
23 -24.02017
24 -0.46578
25 -0.26146
26 -2.58948
27 65.49203
28 11.42487
29 -34.6944
31 0
33 0
